positivePoints,negativePoints,commentText,like,dislike,"کيفيت ساخت","سهولت در استفاده","امکانات و قابليت ها","ارزش خريد به نسبت قيمت"
"استفاده از پلاستيک نرم در ساخت
انعطاف پذيري زياد
داشتن برجستگي براي تماس برقرار کردن بهتر
مناسب براي دسته هاي کامپيوتر /پلي استيشن 2، 3، 4/ ايکس باکس 360، 1",,"عالیه و به همه نوع دسته میخوره ، برای دسته کامپیوتر خریده بودم اما وقتی به دستم رسید توی پاکتی بود که روش نوشته بود :PS4
ولی وقتی بازش کردم دیدم نه تنها به دسته کامپیوتر میخوره ، بلکه به همه نوع دسته شوکر دار میخوره !
عالیه حتما بگیرین",0,0,5,5,5,5
