positivePoints,negativePoints,commentText,like,dislike,"کيفيت ساخت","سهولت در استفاده","امکانات و قابليت ها","ارزش خريد به نسبت قيمت"
"کيفيت چاپ عالي",,"جنس عالی نصب آسان قشنگم هست پرسپولیس دیگه",5,0,5,5,5,5
