positivePoints,negativePoints,commentText,like,dislike,"کيفيت ساخت","سهولت در استفاده","امکانات و قابليت ها","ارزش خريد به نسبت قيمت"
"زيبايي
جنس مات که باعث جلوگيري از خطو خش ميشه",,"فابریک کنسول به علت اینکه براق بود بعد یه مدت خط و خش افتاده بود و ظاهر کنسول رو بد کرده بود منم این هارد کاور رو سفارش دادم واقعا کنسولو زیبا میکنه و به خاطر جنس ماتش خط و خش هم روش نمیوفته",0,0,4,5,3,5
