positivePoints,negativePoints,commentText,like,dislike,"کيفيت ساخت","سهولت در استفاده","امکانات و قابليت ها","ارزش خريد به نسبت قيمت"
زيبايي,هيچي,"عالی پلی رو خیلی خوشگل میکنه",0,0,5,5,5,5
