positivePoints,negativePoints,commentText,like,dislike,"کيفيت ساخت","سهولت در استفاده","امکانات و قابليت ها","ارزش خريد به نسبت قيمت"
,,"روکش سیلیکونی آنالوگ به راحتی روی آنالوگ دسته نصب میشه
زیبایی خاصی هم به دسته میده.",2,0,4,5,3,2
