positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي فيلم برداري","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
"فيلمبرداري 1080 60 و30 f
کيفيت رنگ عالي .hdواقعي
گرفتن عکسهاي لنز باز وهنري
کار کردن راحت وسريع
1.5ساعت شارژ و1.5 ساعت فيلمبرداري","لنز دوربين حساس نسبت به ضربه
بايد مواظب باشيد از دسستون نيفته .بخاطر لنزش","همه جوره تستش کردم .کیفیت فیلمبرداری و عکسش عالیه .لنز 120 درجه باید بهش عادت کنید.کوچک وراحت. برای فیلمبرداری فرمان صوتی داره",0,0,5,4,4,5,4
"هندلينگ خوب ، کيفيت قابل قبول تصوير و عکس ،","ضعف باتري و قيمت بالاي لوازم جانبي نسبت به خود دوربين","حبه قند ! بسیار کارآمد و موثر به ویژه برای ورزش و الیته ضبط وثبت نماهای عمومی و معرف در تصویر برداری ، بدون اینکه مزاحمتی ایجاد کند به راحتی نصب می شود و امکان ضبط طبیعی و بدون ترس از دوربین را در نزد افراد جلوی دوربین ایجاد می کند ، کمی قیمت لوازم جانبی ان زیاد است ولی مدل PLUS آن بسیار بهتر شده با نرم افزار مناسبش به راحتی بر روی گوشی نصب می شود و امکان مونیتور شدن موبایل برای ضبط تصاویر وجود دارد به راحتی از روی گوشی دوربین مدیریت می شود و امکان انتقال تصایر با کیفیت 720 و 1040 وجود دارد ... به نظرم نسبت به قیمتش کارآیی خوبی دارد.",0,0,3,4,5,4,5
