positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
,,"به نظر من که تا بحال حدود 10،000 با این گرفتم عالی است فقط یه لنز بهتر لازم داره",0,0,5,5,5,5,5
,,"عالیه از هر نظری.",3,2,5,5,5,5,5
