positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
"قيمت تقريبا مناسب",,"چرا اینقدر تعداد این محصول کم بود تا ادم میاد بخره تمومه من احتمال میدم از بعضی محصولاتتون یه دونه بیشتر نمیاریید تا مشتری هاتون را محک بزنید البته این یک احتمال هست و شاید نادرست ولی جدای از این انتقاد تعداد معقولی را مد نطر قرار بدید .
از این دوربین آ نهصد دوباره هم بیاریید .ممنون",9,1,3,3,3,3,3
