positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي فيلم برداري","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
"رزولوشن 1080
60 فريم بر ثانيه سرعت
16 مگاپيکسل
WiFi
تجهيزات ضبط و رکورد",,"سازگار با سیستم‌عامل‌های اندروید، iOS،Windows XP‌،‌ Windows 7‌، Mac OS‌و‌ Windows 8 و خیلی امکانات دیگه که واسه یه دوربین ورزشی واقعا بینظیره.
من قبولش دارم",1,0,5,5,5,5,5
,,"به نظر من که میتونه یه رقیب جدی واسه گوپرو باشه
از لحاظ کیفیت چیزی از گو پرو کم نداره فقط هنوز به چشم نیومده و کسی شناختی نسبت بهش نداره",1,0,5,5,5,5,5
,,"هیچی گوپرو نمیشه همه این دوربین های ورزشی متفرقه ناشناس یه کپی ناموفق از گوپرو هستن و کیفیت لازم ندارن.",1,4,0,0,0,0,0
,,"نمیدونم چرا با توجه به قیمتش راضیم نمیکنه",3,3,3,3,3,3,3
,,"کاش میشد فیلمی که از زیر آب با این دوربین گرفتم رو اینجا به اشتراک میذاشتم، انقدر قشنگ و باحاله که همش دلم میخوتد تو آب باشم. فیلمبرداریش محشره",4,0,5,5,5,5,5
