positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي فيلم برداري","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
"فيلم برداري 4K
لرزشگير قوي",,"برای خرید این دوربین اصلا شک نکنید. کیفیت فیلمبرداری بسیار بالایی دارد و با لرزشگیر 5 محور آن هیچ نویزی را در تصویر نمیبینید.",7,1,5,5,5,5,5
"[""عالي""]","[""ندارد""]","فیلمبردای 4k با 120 فریم در ثانیه دیگه جای بحث ندارد",9,3,3,3,3,3,3
[],[],"هم قیمت زیاده هم کارت حافظه داخلی نداره",7,6,5,5,4,3,1
