positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي فيلم برداري","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
[],[],"سلام.
لطفاً لوازم جانبی این دوربین رو تهیه کنید.مثل ریموت کنترل،باتری،انواع مانت،...",2,0,3,3,3,3,3
,,"سلام من این دوربین رو خریدم.اقلام همراه محصول با موارد ذکر شده در سایت متفاوت هست از جمله نبود ریموت کنترل و سه پایه شارژر .. زوم دوربین 12 برابر اعلام شده اما زوم دوربین 4 برابر است و ظاهر کیس ضد آب محصول با عکس قرار داده شده در سایت متفاوت هست.",6,0,3,3,3,3,3
"[""لوازم جانبي همراه محصول نسبت به گوپرو بيشتره مثل مانيتور و کنترل و........ولي گوپرو چيزه ديگه اي هست.البته با قيمت بالاتر""]",,"سلام ممنون بابت اینکه پیشنهاد ویژه گذاشتین.یدونه خریدم",1,0,3,3,3,3,3
,,"برای کسایی که عشق هیجان و ورزش های هیجانی هستن این دوربین ها خیلی به کار میاد من الان این دوربین رو اینجا دیدم که نظرمو جلب کرد. یکی از دوستام از این هلی کوپتر اسپایدری ها داره که اینجا فکر کنم بهش میگن پهباد، یه جای نصب دوربین داره که امکان اینو میده از پرواز پهباد فیلم بگیری ولی نمیدونم این دوربین ها به اون هلی کوپتر ها می خورن یا نه؟ در کل طبق کلیپ هایی که تو یوتیوب دیدم ، از لحاظ کیفیت خیلی خوب بنظر میاد.",1,0,5,5,5,5,5
