positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
"[""کنن بودن""]","[""قيمت عجيب غريب""]","لطفا ویژه کنیدش با این قیمت اصلا توجیهی نداره خریدش",5,3,4,4,5,3,4
