positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
"قيمت مناسب و کيفيت عالي",,"با توجه به اینکه D7200 معرفی شده قیمت D7100 شکسته شده و بهترین زمان برای خرید این دوربینه، واقعا عالیه قابل مقایسه با رقبای هم قیمت کانن نیست.",6,0,4,5,5,5,4
,,"خیلی منتظر شدیم تا موجود شه رو سایتتون ولی نشد که نشد",8,1,5,5,5,5,5
,,"لطفا موجود کنین تو همین هفته",10,1,5,5,5,5,5
