positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي عکس و فيلم","کيفيت ساخت",ارگونومي,"امکانات و قابليت ها","ارزش در برابر قيمت"
,,"عالیه ولی اگه قیمت کمتر بشه عالیه راستی فیلم مخصوصش رو هم بزارید",7,1,5,5,5,5,5
