id,bestEntropyAspectId,text,like,dislike,1-rate,2-rate,3-rate,4-rate,5-rate,6-rate,1-entropy,2-entropy,3-entropy,4-entropy,5-entropy,6-entropy
880,6,"سیم ساپورت میکنه",1,0,0,0,0,0,0,0,-1.4628577586361,-1.4254720365934,-1.4660147713337,-1.4266603993131,-1.4239870562966,-1.5306925836188
881,6,سیم,1,0,0,0,0,0,0,0,-1.5093544808789,-1.4497953590874,-1.4841057344008,-1.3854136618654,-1.4291419020998,-1.5234856355249
882,6,سلام,0,0,0,0,0,0,0,0,-1.498633244472,-1.4208790298295,-1.4488809636535,-1.40772922562,-1.3956820818901,-1.5282987308927
884,6,"گوشی دوتا شیار داره اون سیم کارت مشترکه",0,0,0,0,0,0,0,0,-1.4467465297229,-1.3957099348292,-1.4511293299826,-1.379598538971,-1.3616180045877,-1.5067317630075
885,6,"سیم همزمان فعال",0,0,0,0,0,0,0,0,-1.4673582074249,-1.4444036596357,-1.4663356181645,-1.4137760053058,-1.4125735701816,-1.5603159665786
886,6,"گوشی دست بهش فکر نکن",0,0,5,5,5,5,5,5,-1.3683396529323,-1.2809760144837,-1.326966201908,-1.2963106515163,-1.3069307806742,-1.4608441201325
888,2,طلاییش,0,0,5,5,5,5,5,5,-1.3049968962361,-1.4029543123699,-1.2648882598136,-1.2374332959448,-1.2966013820143,-1.3991810722119
890,6,"باطریش سرعتش راضیم",0,0,5,5,5,5,5,5,-1.3181241907504,-1.2659501085674,-1.3167907540723,-1.2673544670811,-1.2650749328389,-1.4180301685605
894,6,"گیگ انداختم روش دریا حافظه",0,0,5,5,5,5,5,5,-1.3973138628309,-1.3203562841298,-1.3299246306334,-1.2852867884109,-1.347414145896,-1.4897286113711
895,6,"هواوی برا پولی گوشی جوابمو",0,0,5,5,5,5,5,5,-1.3984398754112,-1.2772791167189,-1.3702282547431,-1.2853590218081,-1.3172784989406,-1.509795256843
897,6,"ببین قیمتش تاحالا پایین اومده",0,0,5,5,5,5,5,5,-1.4497858599254,-1.3207488872298,-1.3679851955775,-1.3482926326563,-1.3410636594766,-1.4826953893009
898,6,خریدم,0,0,5,5,5,5,5,5,-1.3657823795121,-1.3219979503417,-1.368807542308,-1.3144976066699,-1.2767927549114,-1.463987523532
900,6,"سلام وقت بخیر",0,0,5,5,5,5,5,5,-1.4748801256983,-1.3850544504871,-1.4041189276399,-1.3492592863926,-1.3460719692758,-1.4770733675758
901,6,"میخواستم بدونم گوشی",0,0,5,5,5,5,5,5,-1.4239200587258,-1.3936678083223,-1.3992802589751,-1.3600405234555,-1.3436460824036,-1.4643085092281
902,6,"Huawei Ascend Dual SIM",0,0,5,5,5,5,5,5,-1.3847316257307,-1.364330371662,-1.3645010979039,-1.3063187413259,-1.2573998870492,-1.4729523918126
903,6,"قابلیت بصورت همزمان سیم کارت کارت حافظه شیار مجزا",0,0,5,5,5,5,5,5,-1.4528641917176,-1.3632925597228,-1.4231947261761,-1.3779074491368,-1.3624130401059,-1.4931871383179
905,6,"شیار شیار بصورت مشترک سیم کارت کارت حافظه",0,0,5,5,5,5,5,5,-1.4596746441809,-1.3844783368589,-1.4263983425978,-1.3749753466892,-1.3801959314331,-1.4788748142609
906,6,"ممنون میشم دقت راهنمایی بفرمایید",0,0,5,5,5,5,5,5,-1.4552358050687,-1.3940448438654,-1.4179686199156,-1.3709280303403,-1.3305326888709,-1.4789015470545
907,1,"سپاس فراوان",0,0,5,5,5,5,5,5,-1.4292330830253,-1.3305611861409,-1.3378394853069,-1.3263790104555,-1.3424216388829,-1.415387329502
908,6,"اگه سیمکارت سیمکارت بزاریم دیگ نمیشه حافظه داخلی گوشی",0,0,0,0,0,0,0,0,-1.4590592568103,-1.3628148190883,-1.4243473100775,-1.3657905716916,-1.3523550446497,-1.5120556268778
909,6,"جواب بدین",0,0,0,0,0,0,0,0,-1.4737973641186,-1.3977190233954,-1.4575419765655,-1.434350897992,-1.379227460531,-1.5477215018836
911,6,"گوشی سیم کارت ویک سیم کارت اون ساپورت میکنه",2,0,5,5,5,5,5,5,-1.4308740785721,-1.3397358869253,-1.4170005258431,-1.366478504925,-1.340545630687,-1.4805629578354
913,6,"دوسیم کارت کتید دوسیم همزمان فعال سیم ساپورت میکنه",2,0,5,5,5,5,5,5,-1.4261452226757,-1.3762784739961,-1.3951499757024,-1.3691948388305,-1.362340455795,-1.4809381615755
914,6,"گوشی خوبی نظر خریدش نکنید",2,0,5,5,5,5,5,5,-1.3307041261801,-1.2369720245339,-1.2765371536573,-1.2476634051311,-1.2549184794201,-1.4092723359333
915,6,"گوشی دستتون نگیرید متوجه حرفم نشید عالی عالی کلام",2,0,5,5,5,5,5,5,-1.3888947200316,-1.2969783149212,-1.3525575955736,-1.2840690775174,-1.2562908286614,-1.4527201530213
916,6,سلام,0,0,0,0,0,0,0,0,-1.498633244472,-1.4208790298295,-1.4488809636535,-1.40772922562,-1.3956820818901,-1.5282987308927
919,6,"اون برنامه نوار بالایی گوشی اون نگه گزینه info نگه stopبزنید برنامه متوقف میشه باطری خالی نمیشه",0,0,0,0,0,0,0,0,-1.3518792068737,-1.2555812662409,-1.3276027360335,-1.2889135137494,-1.2697444172682,-1.4157441125477
920,6,"برنامه کار بردی دکتر باطری همیشع سعی نوره صفحه نمایش پایین نگه",0,0,0,0,0,0,0,0,-1.339763977358,-1.2740785097362,-1.3296783191445,-1.2640694318657,-1.3008485906544,-1.411682407955
921,6,ممنون,0,0,0,0,0,0,0,0,-1.4474331936275,-1.3408981847504,-1.3578091623357,-1.3529172820851,-1.3534616212135,-1.4668980631341
922,6,سلام,0,0,0,0,0,0,0,0,-1.498633244472,-1.4208790298295,-1.4488809636535,-1.40772922562,-1.3956820818901,-1.5282987308927
923,6,"ماهه گوشی خریدم ازش راضیم",0,0,0,0,0,0,0,0,-1.3366853716505,-1.2821193186287,-1.3175281438151,-1.2729847030319,-1.2522893629445,-1.4269370979845
924,6,"نداره باتریش خوبه",0,0,0,0,0,0,0,0,-1.4123340282819,-1.3306167049971,-1.3908717070878,-1.3318256905467,-1.3130553589416,-1.4986880745344
925,6,"آشنا lite خریدم",0,0,0,0,0,0,0,0,-1.3749303275678,-1.3454124869273,-1.347574598129,-1.3128946415444,-1.3205049661465,-1.4924406940626
926,6,"داغ کنه داره",0,0,0,0,0,0,0,0,-1.4398252889526,-1.3651866984166,-1.4048648769281,-1.3546113817373,-1.3398113301749,-1.5137958889829
928,6,"نمیدونم قیمت گوشی دیگه نمیشه خرید",3,0,0,0,0,0,0,0,-1.4939820439772,-1.3743221512622,-1.4383208576969,-1.3844335145817,-1.3772272128926,-1.5295760590434
929,6,"قیمت گوشی هاتون مناسب بتوانند رضایت بخرند",3,0,0,0,0,0,0,0,-1.3990192154436,-1.3084397284304,-1.3745251799939,-1.3539780048397,-1.3160653342778,-1.4622347579079
930,6,"نظر اهمیت مشتری خوبی",3,0,0,0,0,0,0,0,-1.4690132542569,-1.3523775468071,-1.3853470365401,-1.3506346950816,-1.3712740982074,-1.4759687546706
932,6,"اگه انتظاراتتون ازش همون گوشی میانرده باشه معرکه",1,0,4,5,4,5,5,3,-1.2883276566528,-1.2483733703731,-1.2903474095132,-1.2627837759711,-1.2571389310277,-1.4528109572177
934,6,"گهگاهی مقدار عملکردش دیده میشه اونم توجه توان سخت افزاریش",1,0,4,5,4,5,5,3,-1.4023800047219,-1.2924325172324,-1.3455396281836,-1.2969931914958,-1.327503377659,-1.4669236970611
937,6,سلام,1,0,0,0,0,0,0,0,-1.498633244472,-1.4208790298295,-1.4488809636535,-1.40772922562,-1.3956820818901,-1.5282987308927
938,6,"اگه مطمئن جواب بدید",1,0,0,0,0,0,0,0,-1.4560601976034,-1.3321779598117,-1.3916411367788,-1.3514960317576,-1.3392187977303,-1.5097977444054
939,6,"سیم کارت همزمان فعال",1,0,0,0,0,0,0,0,-1.4667725637226,-1.4366965901685,-1.4681484364002,-1.4070742592192,-1.4057027819594,-1.5577468371111
940,6,"سیم کارت ساپورت",1,0,0,0,0,0,0,0,-1.4679619747453,-1.4328156438624,-1.4789151257864,-1.4339073715196,-1.427350785661,-1.5360802533399
942,6,"هفته باتریش علی نگه میداشت سریع شارژ میشد",0,0,1,4,4,3,4,0,-1.4495095015075,-1.3409144842915,-1.3605281119938,-1.3443262421521,-1.3174739408724,-1.4822324285298
943,6,"گوشی خاموشه سرعت معمولی شارژ میشه وگرنه حالت روشن ساعت نزدیک درصد شارژ میکنه",0,0,1,4,4,3,4,0,-1.4114050934593,-1.3000617894156,-1.3592771652093,-1.3197026856347,-1.3029139949268,-1.4663538248169
944,6,"سریع باتری خالی میکنه داغ میکنه",0,0,1,4,4,3,4,0,-1.4501324081895,-1.3364212799853,-1.3838742307533,-1.3531758355,-1.329012094747,-1.5001647725655
945,6,"فکر میکنم",0,0,1,4,4,3,4,0,-1.4304442878284,-1.3069859701615,-1.3731895843018,-1.3463203015267,-1.3273878219921,-1.4938254169056
947,6,"جالت نوار پاور نرم افزار قرمز میشه بالای میلی امپر مصرف میزنه گوشی اهنگ گوش ساده داغ میکنه",0,0,1,4,4,3,4,0,-1.3930153113646,-1.2901895485095,-1.3331815366648,-1.2829546426402,-1.2707920235066,-1.438073393587
948,1,"راهنمایی اعصابم داغون",0,0,1,4,4,3,4,0,-1.4591696942258,-1.3294616003332,-1.3912823330581,-1.348363165327,-1.2983081180397,-1.3781634925408
949,6,"حالت ultra saving باتریش ساعت صبح نیم ظهر زنگ خوردن صحبت همون درصد ساعت مونده",0,0,5,5,5,5,5,5,-1.3161744504425,-1.2996159562982,-1.3214298611636,-1.2898421079639,-1.1960628884936,-1.4302082680139
951,6,"صدای اسپیکرش نظر خوبه",0,0,5,5,5,5,5,5,-1.4279443379582,-1.3891797138291,-1.4192244286479,-1.3802388155274,-1.3624677957118,-1.5369834344923
953,6,"سلام خسته نباشید رنگهای دیگه گوشی بیارید مشکیش",0,0,5,4,4,4,5,3,-1.430792435532,-1.3343630443352,-1.3792010741778,-1.3310120035923,-1.3374243159718,-1.4817286643363
954,6,"دوستانی گوشی قابلیت otg داره",0,0,0,0,0,0,0,0,-1.4247293555369,-1.3480099461042,-1.4107450028239,-1.3529928501587,-1.3574118890849,-1.4903746023199
955,6,سلام,0,0,4,4,4,4,5,4,-1.498633244472,-1.4208790298295,-1.4488809636535,-1.40772922562,-1.3956820818901,-1.5282987308927
956,6,"دوستان بفهمیم nfc داره",0,0,4,4,4,4,5,4,-1.4250464731719,-1.3948457846951,-1.4105341327188,-1.3610500953618,-1.3797602886814,-1.456523324062
957,6,"تنظیماتش هیچی راجبش ندیدم",0,0,4,4,4,4,5,4,-1.3780568052169,-1.2621423138146,-1.2791228285814,-1.2947259759601,-1.0879768414867,-1.4160213049829
958,6,"دوستانی گوشیو دارن",0,0,0,0,0,0,0,0,-1.4473530302564,-1.3327193217173,-1.3872077426208,-1.3427511035111,-1.3512012010017,-1.4885658771416
959,6,"سیمکارت همزمان شبکه میشه",0,0,0,0,0,0,0,0,-1.4654373753074,-1.4349596515141,-1.4636757423393,-1.4310043708845,-1.4188322009532,-1.5263363936364
960,6,سلام,1,0,4,4,4,4,5,4,-1.498633244472,-1.4208790298295,-1.4488809636535,-1.40772922562,-1.3956820818901,-1.5282987308927
961,6,"روزه گوشیو دیجی خریدم",1,0,4,4,4,4,5,4,-1.3699907782313,-1.308499221812,-1.3484457908217,-1.3113219811169,-1.2858517977345,-1.444012127249
962,6,گوشی,1,0,4,4,4,4,5,4,-1.4377581768827,-1.3425365973682,-1.3895236158566,-1.3450155699504,-1.3373782750559,-1.4983661331647
963,6,"دارای سیمکارت مجزا جاش سیمکارت بندازی",1,0,4,4,4,4,5,4,-1.4469336567451,-1.4149339360302,-1.4538362888324,-1.4480039268413,-1.3424889659178,-1.5456415265935
964,6,"باطریش برا صبح گوشی دستمه درصد میمونه اگه شارژ فول باشه",1,0,4,4,4,4,5,4,-1.3780081387289,-1.3030510925809,-1.3322409803688,-1.3073009636138,-1.2722316206426,-1.4547158576914
966,6,"فضای رمش نزدیک گیگ خالیه نصب برنامه",1,0,4,4,4,4,5,4,-1.4125483378367,-1.3482011336274,-1.3916461538064,-1.3410047859486,-1.3216607827472,-1.4647201472077
968,6,"درود فراوان",1,0,0,0,0,0,0,0,-1.4827205833128,-1.3042867342245,-1.3777402529723,-1.3090816554485,-1.3310727196149,-1.4865236898786
969,6,"سوال اگه میدونه جواب بده",1,0,0,0,0,0,0,0,-1.4759515606846,-1.3869931897301,-1.4306909645103,-1.4212752521316,-1.3912556238231,-1.5199145240812
970,6,"گزینه گوشی مدل دوسیمکارته هستش دارای درگاه سیمکارت درگاه کارت حافظه هستش",1,0,0,0,0,0,0,0,-1.4542882041968,-1.360294049413,-1.3858965962198,-1.358594590264,-1.3703262141233,-1.4932530761002
971,6,"گزینه دارای درگاه سیمکارت ثابت درگاه تعویض سیمکارت کارت حافظه میباشد",1,0,0,0,0,0,0,0,-1.4928060143503,-1.3819892855819,-1.4208392157008,-1.3870758678449,-1.3953188210677,-1.5262548705899
972,6,"گزینه درست میباشد فرقی سیمکارت گوشی سیمکارت گوشی باقی میماند",1,0,0,0,0,0,0,0,-1.4860040338665,-1.4045395474542,-1.4256344319886,-1.3698779843176,-1.3770135799591,-1.5375954286003
975,6,"رنگ طلاییش نکته مدل سیم کارت پسوند L11 داره",2,0,0,0,0,0,0,0,-1.3914399448824,-1.2986256584313,-1.3474512241488,-1.3144319384475,-1.2308980852345,-1.4522279799061
976,6,"قاپ جلوی گوشی مشکیه پشتش طلاییه حالی بعضی عکسا قاب جلویی سفیده سیم کارت مموری کارت جایگاه مشترک دارن",2,0,0,0,0,0,0,0,-1.3865425573826,-1.3584853390846,-1.3848444132095,-1.3286915811204,-1.3323399353863,-1.4682106868809
977,6,نمیشه,2,0,0,0,0,0,0,0,-1.4951294659975,-1.3778255898964,-1.4660196958708,-1.3988658804962,-1.364075896547,-1.5686891909639
978,6,"گوشیه نقصیه طراحیش کوچکترین ایرادی نداره",2,0,0,0,0,0,0,0,-1.3914656149453,-1.2154866236418,-1.2168292109309,-1.2673737150403,-1.2913739816893,-1.4348560145872
979,6,"طراحیه محکمی داره",2,0,0,0,0,0,0,0,-1.4802171909805,-1.2525224477229,-1.3819372224119,-1.2920426305844,-1.2411009553668,-1.482713900133
980,6,"رابط کاربری حدودی جزیی داره",2,0,0,0,0,0,0,0,-1.4000793901656,-1.323684124098,-1.3708136530291,-1.3420102450686,-1.3744166180296,-1.4785861168324
982,6,"بینهایت روون زیباست باتری گوشی قویه طوری اینترنت مداوم روشن کار طولانی صبح اواخر دووم میاره",2,0,0,0,0,0,0,0,-1.3985876268997,-1.278400109443,-1.3657543164849,-1.3264771360351,-1.2761329026445,-1.4810208438553
983,6,"داخل جعبه محافظ پلاستیکی توجه فلزی زیاد مهم گرافیک real racing3 اجرا میکنه",2,0,0,0,0,0,0,0,-1.3648668675223,-1.2648767786476,-1.333660942985,-1.2870304616589,-1.281134055567,-1.4453213926775
984,6,"قابلیت otg داره",2,0,0,0,0,0,0,0,-1.4166509555523,-1.3482146868795,-1.4116687058251,-1.3560918775079,-1.3576233236356,-1.4846811908346
985,6,"دسته بازی ساپورت میکنه",2,0,0,0,0,0,0,0,-1.3984784086251,-1.3287024993706,-1.3902792344206,-1.3285261010955,-1.3050971630572,-1.4769139871345
986,6,"دوربین جلو عالیه دوربین عقب قبوله",2,0,0,0,0,0,0,0,-1.3639117674654,-1.2906005143172,-1.3337913188203,-1.289728169254,-1.3070089676402,-1.4609578571336
987,6,"هواوی قابلیت جالبی واسش ضربه زدن صفحه قفل میشه",2,0,0,0,0,0,0,0,-1.4538628923341,-1.3659196189644,-1.4030477993373,-1.3681494784399,-1.3444517347173,-1.5130464345504
988,6,"حالت خاموش نوشتن حرف صفحه دوربین میشه",2,0,0,0,0,0,0,0,-1.433777829218,-1.3557476650977,-1.3997260175984,-1.3417511313925,-1.3311824601583,-1.4992451682572
990,6,"توجه اصل باشه شدت تاچ تاثیر منفی میذاره ماه گوشی عیب نقصیه",2,0,0,0,0,0,0,0,-1.4598288787242,-1.318838279514,-1.3341067542988,-1.3231189321976,-1.3360131826672,-1.486375445543
991,6,"درود همگی دوستان",7,0,5,5,4,5,5,4,-1.4707164032534,-1.3693150763036,-1.3611270559641,-1.3163867598447,-1.3393436086375,-1.4738287369146
992,6,"مدتی گوشی تجربه کار انواع گوشی پرچمدار رده سال سعی میکنم",7,0,5,5,4,5,5,4,-1.444478840594,-1.3104323795044,-1.3747204772008,-1.3250762924047,-1.3474533241894,-1.4931892725404
993,6,"بصورت فهرست وارد نظرمو گوشی عرض میکنم دوستانی قصد خرید دارن بتونن تصمیم بگیرن",7,0,5,5,4,5,5,4,-1.4033133097609,-1.2606360749719,-1.3148124493191,-1.2936511360855,-1.2403873381779,-1.4407604708156
994,6,"نقاط قوت",7,0,5,5,4,5,5,4,-1.4368981661344,-1.2820300064242,-1.3318289271642,-1.27078081778,-1.2938617637117,-1.4385077697334
995,6,"صفحه نمایش",7,0,5,5,4,5,5,4,-1.4369696095352,-1.3675938810743,-1.3861108469494,-1.3429922275091,-1.3570955546568,-1.5016592062529
996,6,"اینچی کیفیت مناسب",7,0,5,5,4,5,5,4,-1.3989162934468,-1.36096446214,-1.4021076014654,-1.3489772314431,-1.3555546154866,-1.4913850927196
997,6,"تجربه کاربری",7,0,5,5,4,5,5,4,-1.3632701553507,-1.2411938257309,-1.2968661090272,-1.2813980624034,-1.2408421663397,-1.4594027024993
998,6,"کیفیت ساخت",7,0,5,5,4,5,5,4,-1.4328603219097,-1.2824958518086,-1.3915829410762,-1.3294140416817,-1.3094178290679,-1.5041145566942
999,6,"رابط کاربری زیبا امکانات",7,0,5,5,4,5,5,4,-1.3251593398095,-1.2482681868928,-1.3195245661319,-1.2951749043182,-1.2340321164668,-1.457937307752
1000,6,"دوربین اصلی کیفیت",7,0,5,5,4,5,5,4,-1.4420329743454,-1.3337341622823,-1.3975960739651,-1.3628857807097,-1.3481463187199,-1.5081083204072
1001,6,"دوربین جلویی کیفیت مناسب",7,0,5,5,4,5,5,4,-1.3788646409848,-1.33757969953,-1.392845951825,-1.3188956149126,-1.3299422422359,-1.4751718778943
1002,6,"شارژدهی باتری",7,0,5,5,4,5,5,4,-1.3978189140581,-1.3571153672111,-1.3548550518191,-1.2875288837387,-1.3474309962584,-1.4368179547731
1003,6,"نقاط ضعف",7,0,5,5,4,5,5,4,-1.4066319791903,-1.2721572557775,-1.337014791042,-1.3008086702157,-1.2962991163438,-1.4447278960419
1004,6,"کیفیت رنگ تولید صفحه نمایش عالی",7,0,5,5,4,5,5,4,-1.4211211593092,-1.3013688645189,-1.3525737984337,-1.3084610508971,-1.3149317450129,-1.465875285819
1005,6,"تراکم پیکسل مقداری پایین موقع مطالعه گردی نمود میکند",7,0,5,5,4,5,5,4,-1.4029387830713,-1.3167840530678,-1.3915312256703,-1.3253603778835,-1.3187343385279,-1.4725699408118
1007,6,"امکان سیم کارت همراه نداره",7,0,5,5,4,5,5,4,-1.4365026662876,-1.3814032323706,-1.4237123165791,-1.3648415169688,-1.3758576186475,-1.5183932438166
1008,6,"اسلات واسه سیم کارت",7,0,5,5,4,5,5,4,-1.4913779235208,-1.3758062406693,-1.43436113563,-1.3931860891368,-1.4001827010762,-1.5323837367468
1009,6,"شارژ 100 حدود ساعت نیم میبره مقدار طولانیه",7,0,5,5,4,5,5,4,-1.392017402259,-1.2482546575564,-1.3394664778773,-1.3103855105976,-1.2504114902588,-1.4673340010183
1010,6,"باتری کالیبره موفق کالیبره نشدم",7,0,5,5,4,5,5,4,-1.296886649779,-1.2611470765852,-1.2877586938194,-1.2368670114454,-1.0036819099309,-1.4855531861329
1012,6,"نهایت توجه قیمت گوشی بهترین گوشی موجود میدونم",7,0,5,5,4,5,5,4,-1.4398798556057,-1.3299685804537,-1.3649181380615,-1.3412768169721,-1.3439360531528,-1.488563895064
1013,6,"خودمم جالیه نسبت گوشی دستم بهتری کار گوشی",7,0,5,5,4,5,5,4,-1.3588588614416,-1.2714167981702,-1.2442332886052,-1.2808887335129,-1.2842359371314,-1.4221455531772
1014,6,"هوآوی تلاش میکنه کاربریش آیفون نزدیک بشه حدود زیادی موفق",7,0,5,5,4,5,5,4,-1.4333582779021,-1.309938225948,-1.3858646707762,-1.334847250507,-1.3121885533204,-1.5149815607168
1015,6,"کار گوشی لذت میبری باعث میشه نواقص اون واست جلوه کنن",7,0,5,5,4,5,5,4,-1.3057173983409,-1.2377087024673,-1.3098965162948,-1.2777262621331,-1.2285868963797,-1.43219325547
1016,1,"کاری اپل محصولاتش میده",7,0,5,5,4,5,5,4,-1.5185099260356,-1.2874213560134,-1.3442506574076,-1.3366295454508,-1.3624226345724,-1.4868584126081
1017,1,"موفق پیروز",7,0,5,5,4,5,5,4,-1.5120196201235,-1.198248555753,-1.3003083949057,-1.2793034461006,-1.2450429533745,-1.4446422044751
1018,6,"سلام دوستانی سیم کارته گوشی دارین سیم کارت بصورت همزمان",1,0,0,0,0,0,0,0,-1.4745042018565,-1.3803018430925,-1.4380462941432,-1.389177238815,-1.3741876027067,-1.5301746957376
1019,6,"سیم کارت مموری نکنیم بصورت ساده جایگاه سیم کارت مموری مشترک ممنون میشم راهنکایی",1,0,0,0,0,0,0,0,-1.3497806585153,-1.2699199928895,-1.3165017138531,-1.2779711045969,-1.2745902044863,-1.4023250315462
1022,6,"کیفیت عکس مشابه پرچم دارهای سال سامسونگ",2,0,0,0,0,0,0,0,-1.489069172667,-1.310684385177,-1.3965871710492,-1.3948944354745,-1.3850164261943,-1.5041109609642
1023,6,"خرید گوشی پیشنهاد نسبت هزینه ارزشمند",2,0,0,0,0,0,0,0,-1.4838293591194,-1.348563569305,-1.3970579566238,-1.3442146712776,-1.3573932086303,-1.518123957594
1025,6,"سلام میخواستم بدونم رنگ طلاییش میاد",1,0,0,0,0,0,0,0,-1.432240721339,-1.3881549311059,-1.3803816151748,-1.3481718860398,-1.3363074030435,-1.4686680706272
1026,6,سلام,0,0,0,0,0,0,0,0,-1.498633244472,-1.4208790298295,-1.4488809636535,-1.40772922562,-1.3956820818901,-1.5282987308927
1027,6,"سفید گوشی دیجی کالا",0,0,0,0,0,0,0,0,-1.4223934723516,-1.3632865896015,-1.400459540357,-1.3589475364423,-1.3527827433838,-1.4886999668323
1028,6,"صبر نیاورد",0,0,0,0,0,0,0,0,-1.4636743796184,-1.2983955034654,-1.369270102885,-1.2964278731624,-1.2770624727923,-1.467249859141
1029,6,"مجبور برم بازار",0,0,0,0,0,0,0,0,-1.4860777553909,-1.3686561994656,-1.4276988702007,-1.3694155183463,-1.330741533154,-1.5276386230122
1030,6,"سفیدش ماهه",0,0,0,0,0,0,0,0,-1.3500658912579,-1.3733349648555,-1.409124412848,-1.3436491258009,-1.2915899128309,-1.4934629255051
1031,6,"گوشی خریدم مثبت نظر میاد قضیه",0,0,0,0,0,0,0,0,-1.5028804964516,-1.3618495850585,-1.4128811221817,-1.3907930162276,-1.336860905265,-1.5324010306609
1032,6,"Sony Aqua مونده",0,0,0,0,0,0,0,0,-1.4072247522401,-1.2202351064896,-1.3411464649409,-1.3718976757124,-1.212724808634,-1.5475858834358
1033,6,"گوشی دیدم بدجوری ازش خوشم اومد",0,0,0,0,0,0,0,0,-1.4245668653884,-1.3017451695824,-1.3405496390423,-1.3099099605392,-1.318208383227,-1.457255235968
1034,6,"دوربین عقبش عالیه جلو نظر عالیه",0,0,0,0,0,0,0,0,-1.3322222744146,-1.2531478315566,-1.311503023252,-1.2810555644826,-1.2751999962143,-1.4198235139164
1035,6,بشه,0,0,0,0,0,0,0,0,-1.5098678765346,-1.4040654382462,-1.4129336680395,-1.4013619707174,-1.378773487089,-1.5442512889432
1036,6,"راضی کنه",0,0,0,0,0,0,0,0,-1.4345911668765,-1.3219854176029,-1.3679831437846,-1.3205223276871,-1.3257406774003,-1.4917032074406
1038,6,"نسبت قیمتش خوبه",1,0,0,0,0,0,0,0,-1.4286135177666,-1.3548439961661,-1.3995376938568,-1.3523987933685,-1.3583171093141,-1.5019307640901
1039,6,"گوشی العاده رنج قیمت",1,0,0,0,0,0,0,0,-1.3890257181142,-1.3080821226735,-1.3534246928588,-1.3091201256243,-1.3091866190653,-1.4620902468149
1041,6,"عالیست اهل بازی گرافیک بدرد نخوره بیت",1,0,0,0,0,0,0,0,-1.4133497846923,-1.3142153146875,-1.3681701866693,-1.3148367369379,-1.3010440045195,-1.4794755165709
1042,6,"دوستان قیمت مدل اون مدلی دیجی داره تره NFC تست نداره",1,0,0,0,0,0,0,0,-1.4655280685813,-1.3763311249321,-1.4170441733977,-1.372361015428,-1.3775815797424,-1.5199012655758
1045,6,"میخوام بخرمش",12,1,0,0,0,0,0,0,-1.3968661778172,-1.335151631325,-1.3215132571923,-1.3111554067992,-1.3293290175618,-1.4693249186504
1047,6,"موافقه لایک کنه",12,1,0,0,0,0,0,0,-1.3989582342179,-1.3223231945956,-1.3419679646777,-1.3114259558308,-1.3659164850575,-1.4226038704848
1048,6,"گوشی دوستان",5,0,0,0,0,0,0,0,-1.4271163126075,-1.4022909561229,-1.3918206810991,-1.3716912885153,-1.3181753029642,-1.4529185826537
1049,1,"دیجی قیمتشو بیار پایین بخریم گرونه",5,0,0,0,0,0,0,0,-1.5296465111376,-1.3171536278702,-1.3504926422976,-1.3834184732717,-1.3227520811383,-1.4214837642796
1052,6,سلام,3,0,5,5,5,4,5,4,-1.498633244472,-1.4208790298295,-1.4488809636535,-1.40772922562,-1.3956820818901,-1.5282987308927
1053,6,"ماهه گوشی ازش میکنم",3,0,5,5,5,4,5,4,-1.3594670207832,-1.2853347755006,-1.3247788538744,-1.2884262988014,-1.2614190347903,-1.4428710348232
1054,6,نظرات,3,0,5,5,5,4,5,4,-1.4474027394319,-1.3748735832983,-1.4016410615944,-1.3251680709341,-1.4009889642794,-1.55439666201
1055,6,"رنگ سفید گوشی",3,0,5,5,5,4,5,4,-1.4321424524815,-1.3464335693359,-1.3978813587389,-1.3643456730527,-1.3395172991257,-1.4894151095708
1056,6,"سیم طراحی ظاهرش بنظرمن خوبه شیک زیباست",3,0,5,5,5,4,5,4,-1.4253356437074,-1.3348133081214,-1.3823802731797,-1.3322178981596,-1.3141347154465,-1.442588784292
1057,6,"قاب پشتی بدنه فلزی قسمت جلویی شیشه هستش",3,0,5,5,5,4,5,4,-1.3997233899259,-1.3490189823402,-1.3614693440133,-1.3477397518891,-1.3219165703295,-1.4634617243176
1058,6,"قاب پشتی اثر انگشت جذب نمیکنه درعوض باعث گوشی دست بخوره امنیت باشه",3,0,5,5,5,4,5,4,-1.3712372742031,-1.2545331191675,-1.3306951936291,-1.3327778923361,-1.2608850620077,-1.4471331992532
1060,6,"سخت افزارش خوبه ندیدم هنگ کنه",3,0,5,5,5,4,5,4,-1.4054787481588,-1.3240447765354,-1.361553024693,-1.3341302267221,-1.3117544495773,-1.4971893154724
1061,6,"بازی نصب اجرا نکنه کرش کنه بخاطر پردازنده گرافیکی",3,0,5,5,5,4,5,4,-1.4293135307201,-1.297740812406,-1.3788507848955,-1.3324699327175,-1.3197954837326,-1.4598487747245
1062,6,"سایز صفحه نمایش کیفیتش خوبه سایز گوشی نظر مطلوبه",3,0,5,5,5,4,5,4,-1.3816664975831,-1.2930049834244,-1.3461184121579,-1.2994521677564,-1.27572631357,-1.4654205946093
1063,6,"وزن گوشی نسبت گوشی قبلی g610 سبک تره اینم عالیه",3,0,5,5,5,4,5,4,-1.3910656074541,-1.299953682897,-1.3187275577922,-1.3307027675007,-1.2878897054779,-1.4639261078741
