positivePoints,negativePoints,commentText,like,dislike,"توان پردازشي","کارآيي و عملکرد","ميزان حرارت توليدي","سهولت در نصب و استفاده","ارزش خريد به نسبت قيمت"
"نسل 7
ارزان تر از Skylake هم رده ي خودش
سرعت پاسخگويي اين نسل از تراشه‌ از پيش افزايش يافته","پشتيباني نکردن از ويندوز هاي قبل 10 از جمله 7،8.....","از نظر من بهترین ویندوز مایکروسافت ویندوز 7 عه ولی نمیشه با این cpu از ویندوز 7 استفاده کرد از نظر من فعلا skylake برای اونایی که ویندوز 7 را ترجیح میدن بهتره ولی فقط نظره منه",1,2,4,3,3,3,4
