positivePoints,negativePoints,commentText,like,dislike,"کيفيت عمومي پخش صدا","امکانات و قابليت ها",ارگونومي,"کيفيت ساخت","ارزش خريد در برابر قيمت"
خوبه,ندارد,"بسیار عالی خیلی خوب وشیک بگیرین",0,0,5,5,5,5,4
