positivePoints,negativePoints,commentText,like,dislike,"ميزان افزايش سهولت کار با ماوس","کيفيت ساخت","طراحي و ظاهر","ارزش خريد در برابر قيمت"
,,"من خریدم خیلیییی راضی هم عالیه میفیتش!!",0,0,5,5,5,5
