positivePoints,negativePoints,commentText,like,dislike,"کيفيت پخش صدا","کيفيت ساخت","ارزش خريد در برابر قيمت","امکانات و قابليت‌ها"
,"نويز زياد
جهت قرار گرفتن شيب دار به سوي بالاست","نویز داره. نمیشه صداشو زیاد کرد.",1,0,3,3,2,1
