positivePoints,negativePoints,commentText,like,dislike,"کيفيت ساخت","کارايي و ابعاد","راحتي نصب و استفاده","ارزش خريد نسبت به قيمت"
,,"سلام من این مبدل و گرفتم ولی دقت نکردم که سریش چه شکلیه
این مبدل سری بیضی مانندی را دارد و به شکل بیشتر گوشی های اندرویدی نیس.الان من اینو گرفتم و نمیدونم باهاش چی کار کنم",1,5,0,0,0,0
