positivePoints,negativePoints,commentText,like,dislike,"کيفيت ساخت","راحتي نصب",سرعت,"ارزش خريد نسبت به قيمت"
,,"روی لپ تاپ n550jk انداختم و به خوبی جواب داد
باتشکر",0,0,3,3,3,3
