positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","کيفيت ساخت","سرعت خواندن و نوشتن","کيفيت بسته بندي"
,,"عالییییی فقط بگم عالی",2,0,5,5,5,5
