positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","کارآيي و عملکرد","کيفيت ساخت"
کيفيت,طراحي,"واقعا محصولات توتولینک خیلی با کیفیت و عالی هستن.",1,0,5,5,5
