positivePoints,negativePoints,commentText,like,dislike,"کيفيت پخش صدا","کيفيت ساخت","ارزش خريد در برابر قيمت","امکانات و قابليت‌ها"
,,"چیزی که اول از همه تو این اسپیکر به چشم میاد اینه که با پارچه طراحی شده اندازه کوچیک ، وزن سبک و عمر باتریش برای مسافرت و اینا مناسب",3,0,4,5,5,4
