positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","کارآيي و عملکرد","امکانات و قابليت‌ها","کيفيت ساخت","نصب و کاربري آسان"
,,"تشخیص حرکتش بدرد نخوره و خوب کار نمیکنه.خیلی پشیمونم از خریدم",2,1,3,3,3,3,3
