positivePoints,negativePoints,commentText,like,dislike,"کيفيت ساخت","ارزش خريد به نسبت قيمت",نوآوري,"امکانات و قابليت ها","سهولت استفاده","طراحي و ظاهر"
,,"این پک ویندوز نصبی نداره ولی بقیه چیزاش عالیه
اما اگر mini king رو گرفته بودم علاوه بر اینکه برنامه هاش به روزتر بود ویندوز نصبی 10 رو هم داشت",0,0,3,0,0,2,2,3
