positivePoints,negativePoints,commentText,like,dislike,"تنوع درگاه‌ها","نسبت قيمت به کارايي","کيفيت ساخت","سازگاري با قطعات","امکانات اورکلاک","امکانات جانبي"
"کيفيت ساخت بسيار بالا که ميتوان سالهاي سال از آن لذت برد","عدم وجود درگاه هاي نه چندان متنوع و بلکه کم
قيمت به کارايي بسيار بالا","لازم به ذکر است که msi نه تنها از لحاظ کیفیت جنس خود اطمینان کامل را داشته بلکه مدام توانسته کارایی جنس خود را ثابت و بدون هیچ گونه نقص ارائه دهد

msi
جزء نادر شرکت هایی است که چه در زمینه تجربه و چه در زمینه بی نقصی در قطعه تولید شده. توانسته شرکت هایی چون giga و asus را برکنار کند",0,0,2,2,4,3,2,3
