positivePoints,negativePoints,commentText,like,dislike,"کارآيي و عملکرد","کيفيت ساخت","ارزش خريد در برابر قيمت","سرعت انتقال اطلاعات"
"همه چي","من به موردي بر نخوردم","خیلی عالیه
من از دیجی کالا خریدم
عملکردشو توی لپ تاپ یکی از دوستام دیدم و شگفت زده شدم
تازه گرفتم از دیجی و میخوام نصبش کنم",1,0,5,5,5,5
