positivePoints,negativePoints,commentText,like,dislike,"طراحي ظاهري","کارايي و عملکرد","ارزش خريد در برابر قيمت","امکانات ارتباطي"
,,"من اینو میخوام ولی ننرشته کارت گرافیکش چه مدلی و چند گیگ هستش ؟",0,0,3,3,3,3
