positivePoints,negativePoints,commentText,like,dislike,"کيفيت ساخت","کارايي و ابعاد","راحتي نصب و استفاده","ارزش خريد نسبت به قيمت"
ندارد,"کلا توسط گوشي ساپورت نميشه","با گوشی iphone 7 ios 10.3.1 جواب نمیده پیغام این لوازم جانبی توسط گوشی ساپورت نمی شود میده.
من خریدم و کلا پشیمونم . حیف پولی که پرداخت کردم.",1,0,1,1,1,1
