positivePoints,negativePoints,commentText,like,dislike,"کيفيت ساخت","کارايي و ابعاد","راحتي نصب و استفاده","ارزش خريد نسبت به قيمت"
,,"من این تبدیل رو روی moto m,mi5,iphone ipadd تست کردم جواب نداد،توصیه میکنم صرفا برای اینکه تایپ c هست نخرید",0,0,3,2,3,2
