positivePoints,negativePoints,commentText,like,dislike,"کيفيت ساخت","کارايي و ابعاد","راحتي نصب و استفاده","ارزش خريد نسبت به قيمت"
,,"من برای اتصال پلی استیشن4 به مانیتور ازش استفاده کردم .
بدون هیچ مشکلی دارم استفاده میکنم.",1,0,5,4,5,5
