positivePoints,negativePoints,commentText,like,dislike,"کيفيت ساخت","کارآيي و عملکرد","ارزش خريد در برابر قيمت","طراحي و ظاهر","سرعت انتقال اطلاعات"
,,"کلا برند سن دیسک بیشترین تمرکز خودشو رو سرعت گذاشته (چه رم و چه فلش)",0,0,4,5,5,4,5
