id,price,userRate,recommendationCount,"ارزش خرید به نسبت قیمت","طراحی و ظاهر","امکانات و قابلیت ها","سهولت استفاده","کیفیت ساخت",نوآوری
49146,"2,495,000",۴.۲,0,3.9,4.3,4.2,4.2,4.3,4.2
176412,"1,050,000",۳.۷,0,3.7,4,3.5,3.7,3.7,3.8
49146,"2,495,000",۴.۲,0,3.9,4.3,4.2,4.2,4.3,4.2
49128,"2,465,000",۴.۴,0,4.2,4.5,4.3,4.3,4.5,4.3
48541,"2,695,000",۴.۵,0,4.3,4.6,4.6,4.5,4.6,4.5
21337,"1,090,000",۴.۳,0,4.2,4.3,4.3,4.3,4.3,4.1
