id,price,userRate,recommendationCount,"ارزش خرید به نسبت قیمت","طراحی و ظاهر","امکانات و قابلیت ها","سهولت استفاده","کیفیت ساخت",نوآوری
72153,"485,000",۳.۱,0,3.1,3.1,2.9,3.3,3.1,3
71679,"2,159,000",۲.۹,0,1.2,2.9,2.9,3.2,3.5,2.6
68247,"929,000",۳.۹,0,4.2,3.9,3.9,3.9,3.8,3.6
68247,"929,000",۳.۹,0,4.2,3.9,3.9,3.9,3.8,3.6
49171,"2,195,000",۴.۲,0,3.9,4.4,4.2,4.2,4.4,4.2
