positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"سخت افزار مناسب کيفيت ساخت خوب صفحه نمايش مات Full HD سي پي يو Core i5 سري 7","حافظه رم پايين","به نسبت قیمتی که داره،امکانات مناسبی در اختیارتون میذاره.برای کارهای اداری و خانگی معمولی عالیه",2,0,5,5,5,5,5,5
,,"با این پول توبرند هایی مثل لنوو اچ پی یه مرحله از این بالاتر بخرین اخه.",1,1,0,0,0,2,1,2
