positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"چراغ زير صفحه کليد و صفحه نمايش مات ويژه بازي.
هارد اس.اس.دي 960 گيگ.
پردازنده 6700 اچ کيو اينتل.
رم 16 گيگ.
کارت گرافيک 960 جي.تي.ايکس انويديا.","صفحه کليد کوچک است و صفحه کليد سري ايسر را به دليل خوش دستي عالي است.
نداشتن پورت ميني ديسپلي
نداشتن رابط لمسي صفحه نمايش
نبود رزولوشن 4k","در کل با این قیمت اگر نقاط ضعف را (نبود رزولوشن 4k و نداشتن رابط لمسی صفحه نمایش و نداشتن پورت مینی دیسپلی و صفحه کلید کوچک است و صفحه کلید سری ایسر را به دلیل خوش دستی عالی است) برطرف کند بسیار لپ تاپ خوبی خواهد بود.",0,1,4,4,4,4,3,3
