positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
,,"تازه الان سفارش دادم امید وارم که مشیمون نشم",3,1,3,3,3,3,3,3
"صفحه نمايش بسيار باکيفيت. طراحي بسيار زيبا. تاچ خوب. تاچ پد عالي. تعداد پورت مناسب","عدم هماهنگي هارد و باتري بسيار ضعيف","من سه ماهه این لپ تاپ رو خریدم اما از خریدش پشیمونم چون زمانی که دارم فیلم میبینم و یا وارد فولدری میشم لپ تاپ دچار تاخیر میشه و گهگدار صدای هارد رو به وضوح میشه شنید و زمانی که انتقال داده انجام میدم وظعیت بدتر میشه و خیلی جالبه که از هرکی که این سری رو داره پرسیدم دقیقا مشکل مشابه منو دارن و با نمایندگی تهران سازگار هم صحبت کردم ابتدا گفتن که کارت گرافیک و ... و بعد گفتن بفرست تا ببینیمش و کسایی که مراجعه کردن نتیجه نگرفتن. ای کاش نمیخریدمش. صداش خوبه اما نه به اندازه ای که دیجی کالا ادعا کرده. در کل به نظر من نخریدنش بهتره تا زمانی که مشکلش برطرف بشه. من پولم رو دور ریختم",0,4,0,0,5,4,5,4
