positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
,,"عالی حرف نداره همه بازیهارو میاره خیلی عالیه اصلا در خریدش شک نکنید",5,0,5,5,5,3,5,5
"هارد بالا وضوح تصوير","فعلا تو اين يکروزه که دستم رسيده نقطه ضعفي نديدم","امروز بدستم رسید طرز بسته بندی و ارسال فوق العاده سریعش واقعا عالی بود دستتون درد نکنه ـ فعلا نظر منفی نسبت بهش ندارم ـ بسیار زیبا شیک ـ کاش ی اشانتوین هم میدادید چون روز تولد دیجی کالا سفارش دادم ـ در کل عالی مثله همیشه",8,1,3,3,3,3,3,3
