positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
,,"جون میده توش dota با warcraft بازی کنی",1,1,3,3,3,3,3,3
"کيبرد و تاچ عالي
زمان مناسب استفاده از باطري
گرافيک خوب","نبود قطعات و متعلقات به دليل جديد بودن دستگاه","من چند ماهه دارم از این لپ تاپ استفاده میکنم. تنها مشکلی که داشتم باهاش(که البته دخترم باعثش بود!) این بود که در اثر یه اتفاق لپ تاپم از طرف سوکت شارژر با فیش شارژر زمین خورد و هر دو مشکلدار شدن(هم DC جک و هم سوکت شارژر) کلا هیچ جا نه تهران نه جاهای دیگه ایران هیچ کدوم رو نداشتن و با سختی و هزینه زیاد پیداشون کردم. همهجا هم میگفتن چون دستگاه جدیده قطعاتش نیومده هنوز!!",2,2,4,5,5,4,5,5
,"همه چي","لبتاب دل کار کرد خودشو تو مرور زمان نشون میده
هیچ لبتاب دلی نیست که بعد چند سال مادر بردش نسوزه
کیفیتش بسیار پایینه",1,14,0,0,0,0,0,0
"سيستم خوب","برند گرافيک و کمي هم صفحه نمايش","اگه گرافیکش nvidia GeForce میبود و صفحه نمایششم (=مانیتورش) بهتر میبود ، حرف نداشت بخصوص که Dell هم هست.",6,1,3,3,3,3,3,3
,,"سری inspiron عالیه",6,0,5,5,5,5,5,5
