positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
پردازنده,"گرافيک پايين که براي قدرت خوبي که داره مهم نيست","این لب تاپ رو از دیجی کالا نخریدم ولی طبق تحقیقات من لب تاپ خوبیه وقتی amdمچ میشه قدرت خوبی رو به شما میده",1,0,5,5,4,5,5,5
,,"این محصول پردازنده cpu قدرتمندی داره ولی کارت گرافیک ضعیف....
اگه برای برنامه نویسی و پردازش میخوای خیلی خوبه و اگه برای بازی میخوای اصلا پیشنهاد نمیکنم...ولی اینم بگم بازیهای متوسط رو اجرا میکنه",1,0,3,3,3,3,3,3
