positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
,,"بنظر شخصی بهتر است مک پرو M840 مدل 20015 اینای که علاقه به محصولات اپل هستند فقد از مک پرو بخرید چون امکانات بیشتری داره و این محصول جدید 12 اینچ مک بوک از طراحی و شکل زیباش گولتون نزنه",4,0,3,2,5,2,2,5
"فوق العاده مثل هيچکدام",ندارد,"فوق العاده است، از دیجی کالا کمال تشکر دارم که برا اولین و سریعترین مرجع این کالا رو با گارانتی وارد کشور کردند و به فروش گذاشتند.",8,5,4,5,5,5,5,5
