positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"پردازنده قوي و رم","ميتونست 960 باشه گرافيکش","لپ تاپ خوش دست با کارایی بالا
اگه گرافیکش 960 بود دیگه هیچی کم نداشت هرچند الانم خ روان بازیارو اجرا میکنه",1,1,3,5,3,5,4,5
"cpu بالا",,"عالیه من روش بازی هایی مثل gtav gtaiv رو روش نصب کردم وخیلی راحت بالا آورد",2,7,5,5,5,5,5,5
