positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
,,"صفحه نمایش لپتاپ های مات کیفیت تصویر نسبت به صفحه براق کمتر است چون از یک لایه اضافه استفاده شده که قیمت لپتاپ را بالاتر می بره اما در هنگام کار کردن تصویر خودتون داخل صفحه نمی بینید یا تو نور خورشید تصویر واضح دیده میشه ولی لپ تاپ براق تو نور خورشید دیده نمشه",1,0,4,3,3,3,3,3
,,"من این لپ تاپ رو با cpu i7 چند ماه پیش خریدم. البته نه از دیجی.
اگر بخوام راهنماییتون کنم، باید بگم که اگر کیفیت صفحه نمایش براتون مهم نیست، تو این رنج قیمت عالیه!
البته این رو هم بگم صفحه نمایشش انقدر اذیتم کرد که لپ تاپ رو با کلی ضرر فروختم رفت!
ولی از لحاظ سخت افزاری تو این رنج قیمت فوق العاده بود. مخصوصا چون i7 بود، تو هیچ کاری کم نیاورد. افترافکت و نرم افزار های سنگین موزیک و چندتا بازی درحدی که گرافیکش جواب میدادرو روش اجرا کردم!
در کل به نظرم میشد یه مقدار صفحه نمایش بهتری واسش تعبیه میکردن!
از لحاظ سبکی و باریکی هم نمره ی کامل رو بهش میدم!",1,0,3,3,3,1,2,4
"کيبورد و تاچ پد
سخت افزار عالي
وزن فوق العاده سبک
مات بودن صفحه نمايش
ضخامت باريک","کيفيت يکم پايين صفحه نمايش","سلام من 4 ماهه این لپ تاپ رو خریدم عالیه از همه نظر. تنها ایرادش اینه که کیفیت صفحه نمایشش کمی پایینه اما بهتون بگم که این لپ تاپ در این رنج قیمت تکه",1,0,5,4,5,3,4,4
"طراحي زيبا - وزن مناسب-باريک
تاچ پد با قابليت چند لمس
سخت افزار خوب
عمر باتري بالا
استفاده از پردازنده skylake و رم ddr4","کيفيت صدا و صفحه نمايش چنگي به دل نميزنه","لپ تاپ بسیار عالی هست و پیشنهاد می کنم در خریدنش درنگ نکنید.
یک هارد ssd براش تهیه کنید و تجربه فوق العاده از سرعت داشته باشید.",3,0,5,4,4,3,4,5
"طراحي بسيار و بسيار زيبا نسبت به هم قيمت ها
صفحه نمايش مات
باطري خوب
سبک و خوش دست
سخت افزار قوي نسبت به قيمت","کمي کيفيت صفحه نمايش در تکست ها پائين است
کار کردن با کيبورد اولش سخته ولي عادت ميکنيد","اول از همه بابت خدمات خوب،قیمتهای مناسب و البته پشتیبانی فوق العاده قوی دیجی کالا و همینطور ادب و حرفه ای بودن کارمنداشون تشکر میکنم.خرید از دیجی کالا بهترین و مطمئن ترین روش خرید هستش.بنده این لپ تاپو خرید کردم و وقتی از جعبه درآوردمش فقط یه ربع داشتم تماشاش میکردم از بس طراحی چشم نوازی داره و سبک هست و باریک.البته نسبت به هم قیمتاش تو بازار.سخت افزار قوی داره و حتما برای خرید تو این قیمت پیشنهادش میکنم.چون با این قیمت تو بازار ایران و با این سخت افزار چیز دیگه ای نمی تونین بگیرین که ازین سرتر باشه.تشکر از ینکه بررسی بنده رو خوندین.",3,1,5,4,4,3,4,5
