positivePoints,negativePoints,commentText,like,dislike,"ارزش خرید به نسبت قیمت","طراحی و ظاهر","امکانات و قابلیت ها","سهولت استفاده","کیفیت ساخت",نوآوری
,,"جالبه که 128 گیگ حافظه جانبی در برابر 1 ترابایت حافظه داخلی",5,0,3,3,3,3,3,3
,,"تبلت خوبیه تا حالا ایرادی ازاین تبلت ندیدم ولی از دیجی کالا می خوام لطفا miix 720رو که خیلی ارزونتره موجود کنه کم تر ما رو ازار بده تا همه حق انتخاب داشته باشن",0,3,5,3,5,5,5,4
