positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"رم بالا","صفحه نمايش تي اف تي","کیفیت صفحه نمایش",0,0,3,3,3,3,3,3
"همه چيش 20","عمرا نقاط ضعف نداره","بهتون این لپ تاب رو پیشنهاد میدم خیلی خیلی خیلی عالیه نسبت به قیمتش ایسوس حرف نداره",5,0,5,5,5,5,5,5
,,"این مدل با CPU i7 7500u بهمراه 8گیگ حافظه ی ssd هستش که توی لیست نوشته نشده!

مدلی که i7 6500u هستش حافظه sad نداره.

انتخاب کمی سخت شد!",8,2,5,5,5,5,5,5
