positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
,,"اصلا خوب نیست",0,1,0,0,0,0,0,0
"همه چي","به نظر هيچي","با این امکانات باید فوق العاده باشه گرافیک 4 رم8 حافظه 1ترابایت صفحه نمایش 15 اینچی و .... به نظرم حرف نداره.",5,0,5,5,5,4,4,5
