positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
,,عالیه,2,2,5,5,5,5,5,5
"کيفيت صدا و تصوير","پلاستيکي بودن","در کل عالی هستش .نسبت به قیمتی که داره عالی.",2,4,5,5,5,5,5,5
