positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
,,"عالییه حرف نداره",2,5,3,3,3,3,3,3
"سيستم عامل cori7بسيار قوي","کار کردن با کيبورد ان کمي سخت است","من این لپ تاپ را 2 روز خریدم واقعا عالیست",17,13,4,2,5,3,2,4
