positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"حافظه گرافيک.باطري.صفحه کيبورد.","وضوح تصويرش اگه بيشتر ميشد عالي ميشد","لپ تاپ خوبیه.همه آپشناش بالاست",3,0,3,5,5,5,5,5
"سخت افزار خوب. گارانتي معتبر. صفحه نمايش و بلندگو ها در سطح خوب.","کيفيت بدنه متوسط.فاقد سيستم عامل","سلام من تو پیشنهاد شگفت انگیز خریدم. ویندوز ده روش نصب بود ولی برای تست بوده و باید تمام درایور ها رو روش نصب کنید. در کل لپ تاپ فوقالعاده خوبیه در این رنج قیمت. من از خریدم راضی هستم ممنون دیجی",2,0,4,4,4,4,4,3
"کيفيت بالا.سخت افزار","فاقد موس","لپ تاپ عالی هست.cpu.گرافیک.هارد.باطری.کیبورد. سبک.دارای فن قوی",2,0,3,5,5,5,5,5
,,"لطفا دوباره به لیست پیشنهادات ویژه و تخفیف اضافه کنید",1,0,4,4,4,4,4,4
"سخت افزار قوي
کيبورد خيلي عالي
صفحه نمايش مات",باتري,"سلام به دوستان گلم.
من ده روزه گرفتم. با پشنهاد شگفت انگیز.
خیلی دنبال لپ تاپ بودم و این انتخاب کردم . اگه میخواید لپ تاپ بگیرید تو این رنج قیمت حتمآ صفحه نمایش مات داشته باشه.
و کابال یو اس بی تایپ هم داشته باشه.
بازی کال آف نصب کردم . به راحتی بازی میکنم.
گرافیکش آپدیت نمیشه.",1,0,5,3,5,4,4,4
"سيستم خنک کننده ي خوب
کيبورد با دکمه هاي بزرگ و نرم
برند خوب","جنس بدنه لک پذير","لپ تاپ خوبیه ، من روش بازی نریختم ولی راحت اندروید استدیو رو اجرا میکنه، کلا زیرش گرم میشه اما زیرش کلی جا برای ورود هوا داره دکمه توربو هم یه جور فن رو میچرخونه که تا یه متر هوا بیرون پرت میشه پس فکر نکنم مشکلی به خاطر داغ شدن سیستم پیش بیاد البته در این حالت صدای فن خیلی زیاد میشه در حالت کلی صداش کمه ولی شنیده میشه، کیبوردش عالیه دکمه های بزرگ و نرم و دو تا ال ای دی برای num lock و caps lock داره ، جنس بدنه لک پذیره و لک هم جای استراحت دست هم پشت صفحه نمایش می افته سطح استراحتگاه دست صاف و صیقلیه و حروف فارسی حک شده است.
تاچ پد زبره اندازه بزرگ و خوبی داره، بلند گو ها هم صدای خوب و بلندی تولید میکنه. روی سیستم برای امتحان ویندوز 10 هست که من همونو active کردم.
اگه قصد خرید دارین، خرید یه کول پد هم پیشنهاد میکنم. سمت راست usb2 قرار داره که برای اتصال موس و کول پد عالیه تا بشه از دو تا usb3 سمت چپ استفاده کرد.
آداپتور روش msi حک نشده ولی مهر گارانتی روشه و اندازه اش کوچیکه . صفحه نمایش هم قابل قبوله و شدت نور مناسبی رو تولید میکنه، برای من باتری زیاد مهم نیست و تست دقیقی از باتریش نگرفتم، سرعت بالا اومدن سیستم هم خیلی سریع نیست. نسبت به قیمتش خریدش رو پیشنهاد میکنم.",30,3,5,4,5,5,4,3
,,"من این لپ تاپ و سفارش دادم تو توضیحاتش نوشته فاقد سیستم عامل ولی ویندوز 10 کمپانی روش نصب بودش خیلی هم عالیه شیک و با کیفیت",15,5,3,3,3,3,3,3
"[""برند msi\nشيک بودن \nگرافيک mx940!\nرم8\n.\n.\n\n""]","[""نميدونم""]","سفارش دادم خیلی گشتم در حد مرگ ولی هرچی دیدم به دلم ننشست جز این یه مورد زیر سه ملیون احساس میکنم خیلی قویه و بدرد گیم هم میخوره رسید دستم نتیجه تستم رو میگم ولی خوبببببه",16,5,3,3,3,3,3,3
,,"این دستگاه با توجه به برندش و نسبت به قیمتی که داره واقعا ارزش خرید رو داره cpui5 و گرافیک gt940mx در لپ تاب های هم رنج خودش اونو منحصر به فرد می کنه اضافه کنم که gt940mx قوی تر از gt940m هستش.",23,7,5,4,3,3,5,3
