positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","عملکرد سخت افزار داخلي و باتري","کيبورد و تاچ پد","کيفيت صفحه نمايش و بلندگوها","امکانات و قابليت ها","طراحي و کيفيت ساخت"
"cpu 6700hq که از سري u بهتره
hard 2T
ram DDR4
graphic gtx950 که حتي براي بازي هم خوبه","باتري به نظر من که 4 ساعت دوام داره
باتريش از لپ تاپ جدا نميشه","من دیروز بعد از کلی بررسی خریدم
اول اینکه تو جعبه یه درایو نوری اکسترنال هست.
بعد اینکه تو سایت ایسر سریال لپ تاپ بزنید درایور هاشو گذاشته برا دانلود
خیلی لپ تاپ زیبایی هست به نظر بنده
همون اول که از جعبه در میاریش چشمتو میگیره
یه خورده کیفیت صفحه نمایش پایینه که اصلا محسوس نیست و اینکه باتریش 4،5 ساعت دوام داره
من کلی باهاش بازی call of duty infinite warfare بازی کردم (حدود 3 ساعت) اصلا داغ نکرد و اصلا لگ نزد وسط بازی و خیلی خوب اجرا کرد
در کل پیشنهاد میکنم به دوستان
با این قیمت خیلی سخت افزار بالایی داره",0,0,5,5,5,4,5,5
"سخت افزار قوي","کيفيت ساخت","من یه هفتس خریدمش بنظرم لپ تاپ عالیه نسبت به قیمتش",1,0,5,5,4,4,5,3
,,"انتظار ما دیگه خیلی زیاد شده صفحه نمایش 4k میخواهیم،حافظه ssd ،بدنه نمام فلزی و ... آخرش هم گرون نباشه
لپ تاپ خوبیه تو اجرای برنامه مهندسی (tia v14) مشکل ندارم بازی هم مشکلی نداشتم",3,1,5,5,5,3,5,4
"امکانات مختلف","مورد خاصي نيست","مهمترین مساله درباره این لپتاپ قیمتش هست. با این قیمت، این امکانات در بدترین حالت بینظیره... رم شانزده و DDR4 ، گرافیکی که یک پله بالاتر از 940MX باشه... بدنه لپتاپ پلاستیکه، اما پلاستیک با کیفیتی هست... فقط میمونه صفحه نمایش که دیگه آدم باید با انصاف باشه... این قیمت و این پردازنده مرکزی و این پردازنده گرافیکی، بالاخره باید یکی از مشخصات به قیمتش بیاد... اونم صفحه نمایشه... مبارک باشه برای خریدارهاش... تو این قیمت لپتاپ شبیهش هم پیدا نمیکنید... در بهترین حالت لنوو با پردازنده های سری u ویا سری hq با مشخصات جانبی یا طراحی ضعیف تر...",1,0,5,4,5,3,5,5
,,"صفحه نمایشش از براق هم براق تره
من دوستم لنووو داره از اون براق تره
کیفیت بدنشم پایینه
بقیه اش خیلی خوبه
از لنووو بهتره",2,1,5,4,4,3,4,4
"رم بالا cpu 6700 hq","مات نبودن صفحه نمايش","لپ تاپ خیلی خوبیه فقط تنها بدی که داره ثفحه نمایشش مات نیست",2,2,5,5,5,4,4,3
"سخت افزار فوق العاده قوي و عالي.",ندارد,"سخت افزارش از همه لحاظ برای گیم کامله.پردازندهi7 6700HQ.
رم 16 گیگ ddr4.گرافیکGtx950.دو ترابایت حافظه. حرف نداره...
نسبت به قیمت فوق العاده قوی و به صرفه هست.
کلا لپ تاپ کاملیه و نقصی نداره....",21,2,5,5,5,5,5,3
