id,title,price,userRate,recommendationCount,description,ارزش خرید در برابر قیمت,عملکرد سخت افزار داخلی و باتری,کیبورد و تاچ پد,کیفیت صفحه نمایش و بلندگوها,امکانات و قابلیت ها,طراحی و کیفیت ساخت
56797,"لپ تاپ 13 اينچي دل مدل XPS 13-0848
Dell XPS 13-0848 - 13 inch Laptop",,۴.۳,0,دل شاید در مسابقه سبک‌ترین آلترابوک‌های 13 اینچی رقابت را به برخی شرکت‌ها مانند لنوو واگذار کرده باشد، اما احتمالا بتواند محصول جدیدش را یکی از کوچک‌ترین دستگاه‌های 13 اینچی بازار بنامد. این کمپانی ورژن جدیدی از الترابوک‌های XPS 13 اینچی خود را ارائه کرده که به لطف حاشیه دور صفحه نمایش بسیار کم آن به اندازه یک لپ‌تاپ 11 یا 12 اینچی جمع و جور شده است. اگر آن را بالای یک لپ‌تاپ مک بوک ایر 13 اینچی اپل بگذارید، فضای خالی زیادی چه در طول و چه در عرض وجود خواهد داشت. این اتفاق بدین دلیل است که مک‌بوک ایرها و بسیاری از آلترابوک‌های بازار دارای حاشیه دور صفحه نمایش ضخیمی هستند، در حالی که حاشیه دور صفحه نمایش XPS 13 بسیار باریک بوده و حتی می‌توان لقب صفحه‌ی نمایش بدون حاشیه را به آن داد! هرچند که نداشتن حاشیه در بالای صفحه‌ی نمایش باعث شده فضایی برای قرارگیری وب‌کم وجود نداشته باشد و به ناچار وب‌کم به حاشیه پایینی صفحه‌ی نمایش منتقل شده و تا حدودی کارایی خود را از دست داده است. علاوه بر کوچکی و وزن 1.1 کیلوگرمی، XPS 13 جدید از بسیاری جهات شبیه به مدل قبلی طراحی شده است. این لپ‌تاپ همچنین همان توقعی که از مشخصات سخت افزاری یک پرچمدار 2015 خواهید داشت را در خود دارد. پردازنده آن به نسل ششم پردازنده‌های Core i5 اینتل به نام Skylake مجهز شده و دارای صفحه نمایش لمسی با پنل IPS، روکش براق و رزولوشن تصویر QHD برابر با 3200x1800 پیکسل و روشنایی 400 نیت دارد. به گفته شرکت دل، این محصول عمر باتری بیشتر از 10 ساعته دارد که ادعایی بزرگ محسوب می‌شود؛ اما به واسطه استفاده از پردازنده کم مصرف اینتل و همچنین صفحه نمایش کم مصرف IGZO شارپ چنین عمر باتری چندان بعید نیست. وجود 16 گیگابایت رم در کنار 512 گیگابایت حافظه داخلی از نوع SSD هم سرعت کاری این دستگاه را بسیار بالا برده اند. کیبورد خوش ساخت جزیره ای با نور پس زمینه، تاچ پد با حساسیت بالا و پورت های کاربردی هم از دیگر نقاط قوت این محصول دوست داشتنی هستند.,4,4.4,4.5,4.5,4.3,4.5
71032,"لپ تاپ 13 اينچي اپل مدل MacBook Pro MF839 با صفحه نمايش رتينا
Apple MacBook Pro MF839 with Retina Display - 13 inch Laptop","5,359,000",۴.۲,0,صفحه‌ی نمایشی که رزولوشن آن از قدرت تفکیک چشم انسان بیشتر است؛ این ادعای شرکت اپل در هنگام معرفی صفحه‌ی نمایش رتینا بود. این دستاورد انحصاری اپل هم‌زمان با معرفی گوشی iPhone 4 رونمایی شد و در حال حاضر علاوه بر iPhoneهای نسل جدید این شرکت، در iPad، لپ‌تاپ، iMac و حتی ساعت‌های هوشمند اپل هم مورد استفاده قرار می‌گیرد. لپ‌تاپ مک بوک پرو رتینا 13 اینچی از جمله محصولات جذاب مجهز به صفحه‌ی نمایش رتینا با پنل IPS و دقت تصویر 2560x1600 است. مثل تمامی لپ‌تاپ‌های اپل، بدنه‌ی این محصول هم از آلومینیوم ساخته شده که علاوه بر دوام و استحکام بالا، زیبایی خاص و چشم‌نوازی به دستگاه داده است. این لپ‌تاپ تنها 18 میلی‌متر قطر و یک و نیم کیلو وزن دارد که از نمونه‌ی 13 اینچی غیر رتینا نازک‌تر و سبک‌تر است. باتری این دستگاه جزو نمونه‌های برتر موجود در بازار به شمار می‌رود و در شرایط روشن بودن Wi-Fi و وب‌گردی، حداقل تا 9 ساعت شارژ خواهد داشت. سخت‌افزار این محصول در نگاه اول نسبت به نمونه‌های هم‌قیمت ضعیف‌تر به‌نظر می‌رسد؛ اما در حقیقت، مجموعه‌ی این قطعات در کنار سیستم‌عامل مکینتاش یوسمیتی یک ترکیب عالی را به ‌وجود آورده‌اند که به بهترین نحو، از پس اجرای انواع نرم‌افزارها و کاربری‌ها برمی‌آیند. در مجموع اگر محدودیت بودجه‌ی آنچنانی برای خرید لپ‌تاپ ندارید، مک بوک پرو رتینا 13 اینچی می‌تواند انتخابی هیجان‌انگیز و خاص برای شما باشد.,3.9,4.3,4.3,4.3,4,4.4
91860,"لپ تاپ 15 اينچي اپل مدل MacBook Pro MJLT2 با صفحه نمايش رتينا
Apple MacBook Pro MJLT2 with Retina Display - 15 inch Laptop","9,149,000",۴,0,در اوایل سال 2015 بود که اپل، نسخه‌ی جدید Macbook Pro ی خود را با نمایشگر 15 اینچی Retina معرفی کرد. این لپ تاپ اندکی سبک‌تر و باریک‌تر از Pro 15 پیشین است. ظاهرا که شارژدهی باتری آن هم تا حدودی افزایش داشته است. به هر صورت بارزترین ویژگی‌ای که در مورد مک‌بوک پرو 15 اینچی خود‌نمایی می‌کند فناوری نوین Force Touch است. با این فناوری که دنیای فرمان‌های لمسی را بار دیگر تکان داد، علاوه بر فرمان‌های دو، سه و چهار انگشتی، حالا می‌توانید با میزان فشار انگشت هم فرمان‌های جدیدی را از طریف تاچ‌پد دستگاه به آن منتقل کنید. با صفحه نمایش مک‌بوک پرو 15 اینچی هم آشنایی دارید. صفحه نمایش رتینایی که نخستین بار نام آن را همزمان با معرفی iPhone 4 شنیدیم و قرار بود که رزولوشن آن از قدرت تفکیک چشم انسان بالاتر باشد. بر روی iPhone دقیقا همان‌طور بود و تراکم پیکسلی بالا همین نتیجه را در بر داشت. سپس رتینا بر روی iPad به کار گرفته شد که همان نام را داشت ولی تراکم پیکسلی پایین‌تری را ارائه می‌داد.,3.7,4.1,4.2,4.2,4,4.2
91944,"لپ تاپ 15 اينچي لنوو مدل ThinkPad E550 - D
Lenovo ThinkPad E550 - D - 15 inch Laptop","2,449,000",۳.۳,0,"کمپانی لنوو (Lenovo) همواره عنوان تجاری تینک‌پد (ThinkPad) را برای نوت‌بوک‌های اداری/صنعتی خود استفاده می‌کند؛ ولی این دستگاه‌ها معمولا قیمت بالایی دارند و به همین دلیل، بازار هدف آن‌ها بسیار محدود است. اما لنوو برای افزایش کاربران لپ‌تاپ‌های تینک‌پد ، نسل جدیدی از این سری را به نام تینک‌پد ای550 (ThinkPad E550) روانه‌ی بازار کرد که این دستگاه‌ها، اکثر امکانات خانواده‌ی تینک‌پد را داشته و با قیمت پایین و مناسبی عرضه می‌شوند. وجود پردازنده‌ی دوهسته‌ای نسل پنجم معروف به براود ول (Broadwell) ساخت شرکت اینتل مدل Core i7 5500U، توان پردازشی مناسبی را به این لپ‌تاپ بخشیده‌است. این پردازنده دارای فرکانس 2.40 گیگاهرتز است که البته قادر بوده با استفاده از فناوری هایپر تردینگ (Hyper-Threading) تا فرکانس 3.00 گیگاهرتز Turbo Boost شود. ترکیب چنین پردازنده‌ای با 8 گیگابایت حافظه‌ی رم (RAM) باعث می‌شود تینک‌پد ای550 در اکثر کاربردهای روزانه, عملکرد مناسبی از خود به نمایش بگذارد. برای ذخیره‌کردن اطلاعات شخصی، یک ترابایت حافظه‌ داخلی از نوع هارددیسک در اختیار خواهید داشت که هرچند مقدار قابل توجهی نیست، اما نیاز اکثر کاربران را به سادگی برآورده می‌کند. لنوو در تینک‌پد ای550 از پردازشگر گرافیکی Radeon R7 M260 ساخته‌شده توسط شرکت AMD بهره گرفته‌است که قدرت پردازشی مناسبی خواهد داشت. تصویر رندر شده توسط این پردازشگر گرافیکی توسط نمایشگری 15.6 اینچی با دقت تصویر 1366x768 معادل کیفیت HD نمایش داده خواهد شد. این نمایشگر از نوع LED با روکش مات بوده و کیفیت مناسب و قابل قبولی دارد. همواره لپ‌تاپ‌های ساخت کمپانی لنوو، به دلیل بهره‌گیری از کیبورد بسیار خوب مخصوص این کمپانی با نام AccuType، به محصولاتی مناسب جهت تایپ کردن تبدیل شده بودند و تینک‌پد ای550 هم از این قاعده مستثنی نیست. یک عدد درایو نوری هم برای خواندن دیسک‌های مختلف و رایت‌کردن اطلاعات روی آن‌ها در اختیار خواهید داشت. در زمینه‌ی امکانات ارتباطی، این دستگاه شاهد تنوع رضایت‌بخشی هستیم. شبکه‌ی بی‌سیم با پشتیبانی از استاندارد IEEE 802.11n و فناوری بلوتوث، درگاه اترنت گیگابیتی RJ45 LAN، درگاه خروجی تصویر VGA و HDMI، دو عدد درگاه USB3.0 و یک عدد درگاه USB2.0 و نهایتا یک کارت‌خوان حافظه مجموع بضاعت ارتباطی این نوت‌بوک است. در مجموع این لپ‌تاپ برای استفاده‌های روزانه و مرورگری اینترنت، همچنین تماشای فیلم و کار با نرم‌افزارهای آفیس کاملا مناسب بوده و با توجه به قیمت ارزش خرید بالایی را داراست.",3.3,3.3,3.7,3.1,3.1,3.5
108037,"لپ تاپ 13 اينچي مايکروسافت مدل Surface Book
Microsoft Surface Book - C - 13 inch Laptop",,۳.۷,0,در کنفرانس 6 اکتبر 2015 مايکروسافت همه چيز طبق پيش‌بيني‌ها بود و محصولاتي که همگان از قبل انتظار داشتند يکي پس از ديگري معرفي مي‌شدند. اما در يک سوم پاياني کنفرانس ناگهان از محصولي رونمايي شد که تمامي حضار را غافلگير کرد؛ اولين لپ‌تاپ مايکروسافت به نام Surface Book. اين لپ‌تاپ تبديل‌پذير 13.5 اينچي يک ترکيب بي‌نظير از طراحي زيبا و خلاقانه درکنار سخت‌افزارهاي قدرتمند است. لولاي متصل کننده صفحه‌ي نمايش به بدنه لپ‌تاپ به گونه‌اي طراحي شده که مي‌توان صفحه‌ي نمايش را از بدنه جدا کرد و مانند يک تبلت آن را در دست گرفت. صفحه‌ي نمايش کم‌نظير اين محصول از نوع لمسي با پنل IPS و روکش براق است که وضوح تصويري متفاوت برابر با 3000 در 2000 پيکسل دارد. با وجود براق بودن روکش، باز هم اين صفحه‌ي نمايش زاويه ديد بالايي دارد و حتي در محيط‌هاي خارجي هم مي‌توان تصاوير را با شفافيت بالايي روي آن مشاهده کرد. مايکروسافت مدعي است که Surface Book دو برابر از MacBook Pro اپل قوي‌تر است که البته پس از تست‌هاي انجام شده، صحت اين ادعا زير سوال رفته است. با اين حال مي‌توان به جرات Surface Book را يکي از بهترين لپ‌تاپ‌هاي ويندوزي محسوب کرد. نسل ششم پردازنده‌هاي سري Core i5 و Core i7 اينتل، حافظه داخلي SSD و 8 تا 16 گيگابايت رم، از جمله عوامل قدرتمند بودن اين دستگاه هستند. پردازشگر گرافيکي اين محصول در دو گزينه آنبرد Intel HD 520 بدون حافظه مجزا يا Nvidia GeForce GT940M با يک گيگابايت حافظه اختصاصي از نوع GDDR5 موجود است. اين مدل که در حال حاضر يکي از قوي‌ترين مدل‌هاي Surface Book محسوب مي‌شود، با پردازنده مرکزي Core i7 6600U، رم 8 گيگابايتي، 256 گيگابايت حافظه داخلي SSD و پردازشگر گرافيکي مجزا ارائه مي‌شود. کاربراني که قصد اجراي برنامه‌هاي کاملا حرفه‌اي را داشته يا مي‌خواهند بازي‌هاي کامپيوتري را با کيفيت بالاتري بازي کنند و از طرفي محدوديتي هم براي پرداخت هزينه ندارند، اين مدل مي‌تواند انتخاب مناسبي براي آن‌ها باشد. باتري ليتيوم-پليمري اين لپ‌تاپ از دو قسمت تشکيل شده که يکي با ظرفيت 18 وات‌ساعت در تبلت و ديگري با ظرفيت 51 وات‌ساعت در داک دستگاه قرار گرفته است. مجموع توان آن‌ها به 69 وات‌ساعت مي‌رسد که از بسياري لپ‌تاپ‌هاي 13 و حتي 14 اينچي بيشتر است. اين مجموعه باتري بين 10 تا 12 ساعت روشن ماندن دستگاه در حالت پخش ويدئو را تضمين مي‌کند. در کنار اين لپ‌تاپ يک قلم ديجيتالي به نام Surface Pen هم قرار گرفته که براي کار و طراحي روي صفحه‌ي نمايش لمسي دستگاه، تقريبا بدون نقص است. پورت‌هاي ورودي و خروجي زيادي روي دستگاه مشاهده نمي‌شود که عبارتند از دو پورت USB 3.0، يک پورت Mini DisplayPort، کارت‌خوان و جک 3.5 ميلي‌متري صدا که به‌غير از جک صدا باقي پورت‌ها روي داک قرار گرفته‌اند. البته روي لبه بالايي تبلت سه کليد براي روشن و خاموش کردن دستگاه و کم و زياد کردن صدا هم وجود دارد. در مجموع مي‌توان Surface Book را خوش‌ساخت‌ترين دستگاه ويندوزي حال حاضر دانست که با قابليت‌هاي متعدد خود تجربه کاربري کاملا متفاوتي را خلق خواهد کرد.,3.4,3.8,3.9,3.7,4,3.9
115668,"لپ تاپ 15 اينچي ايسوس مدل N551VW
ASUS N551VW - A - 15 inch Laptop","4,315,000",۴.۲,0,لپ‌تاپ‌های مالتی‌مدیای سری N را می‌توان نمادی از توانایی شرکت ایسوس در طراحی و ساخت لپ‌تاپ دانست. ایسوس در این سری لپ‌تاپ‌ها از سخت‌افزارهای قدرتمند و اجزای باکیفیتی استفاده کرده که تجربه‌ی کاربری خوبی را به خریداران منتقل می‌کند. ایسوس در مدل N551VW از پردازنده‌ی مرکزی Core i7 6700HQ اینتل با فرکانس 2.60 گیگاهرتز استفاده کرده است که به‌واسطه قابلیت Turbo Boost، در مواقع نیاز فرکانس خروجی به صورت خودکار تا 3.50 گیگاهرتز افزایش می‌یابد. همچنین استفاده از پردازشگر گرافیکی NVIDIA GeForce GTX 960M با 4 گیگابایت حافظه اختصاصی و 8 گیگابایت رم از نوع DDR4 در طراحی این محصول، لپ‌تاپ N551VW را برای انجام جدیدترین بازی‌های کامپیوتری آماده کرده است. صفحه‌ی نمایش 4K با پنل IPS، دقت تصویر 3840x2160 پیکسل و روکش مات، یک نمونه عالی برای تماشای فیلم‌های باکیفیت 4K است. صدای خروجی این لپ‌تاپ قدرت و وضوح بالایی دارد و در جعبه آن یک ساب‌ووفر جداگانه Sonic Master قرار گرفته است که به تقویت بیس صدا کمک شایانی می‌کند. حافظه داخلی هیبریدی این محصول هم از یک هارددیسک 1 ترابایتی با سرعت 7200rpm و یک حافظه 128 گیگابایتی SSD تشکیل شده است که سرعت و گنجایش بالا را همزمان ارائه می‌دهد. واضح است که این اجزا و سخت‌افزارهای قدرتمند مصرف انرژی بالایی دارند. به همین دلیل، ایسوس از باتری 6 سلولی لیتیوم-یون با ظرفیت 56 وات‌ساعت در این محصول استفاده کرده است که تا 5 ساعت قابلیت نگهداری شارژ را دارد. بدنه فلزی برس خورده طرح‌دار و کیبورد جزیره ای با کلیدهای نقره‌ای رنگ مجهز به نور پس‌زمینه، ظاهر این لپ‌تاپ را شیک و جذاب کرده است. البته استفاده از این جنس بدنه باعث شده وزن دستگاه زیاد شود و به 2.7 کیلوگرم برسد.,4.1,4.2,4.2,4.3,4.2,4.1
118624,"لپ تاپ 15 اينچي اچ پي مدل ProBook 450 G3
HP ProBook 450 G3 - A - 15 inch Laptop","2,690,000",۳.۸,0,محصولات سری ProBook 450 « اچ پی» همیشه انتخاب مناسبی به‌عنوان یک لپ‌تاپ چندمنظوره در محیط‌های کاری و خانگی بوده‌اند. این دستگاه‌ها کارایی بالا، امکانات متعدد، بدنه‌ی زیبا و مقاوم و البته قیمت به‌صرفه‌ای دارند. جدیدترین مدل از این محصولات «ProBook 450 G3» نام دارد که در اصل، چهارمین نسل از این سری محسوب می‌شود. بدنه‌ی این مدل هم مانند نسل‌های قبلی تماما از پلاستیک ساخته شده است؛ اما باوجوداین کیفیت، مقاومت و طول‌عمر بالایی دارد. رنگ نوک‌مدادی تیره‌ی آن هم ظاهری ساده و درعین‌حال شیک و زیبا به بدنه داده است. ضخامت 25.5 میلی‌متری بدنه‌ی 450 G3 یک نمونه‌ی میان‌رده در بین محصولات هم‌رده است؛ اما وزن 2 کیلو و 60 گرمی، مزیتی برای آن به‌شمار می‌رود که جابه‌جایی این دستگاه را آسان می‌کند. صفحه‌نمایش این مدل کیفیت HD با پنل TN دارد که خوشبختانه به دلیل بهره‌بردن از روکش مات، می‌توان به‌راحتی از آن در محیط‌ها و شرایط مختلف استفاده کرد؛ هرچند کنتراست و روشنایی صفحه‌نمایش چندان چشمگیر و خیره‌کننده نیست. کیبورد جزیره‌ای و تاچ‌پد 450 G3 نمونه‌های ساده و معمولی اما مناسب برای کارکردن طولانی‌مدت هستند که با نوع کاربری این محصول همخوانی دارند. پورت‌های ورودی و خروجی متعددی روی لبه‌های این لپ‌تاپ تعبیه شده‌اند که برای اتصال انواع ابزارهای جانبی مناسب هستند؛ هرچند که جای نسل جدید پورت USB type-C در بین آن‌ها خالی‌ است. سخت‌افزار این محصول در بخش‌های پردازنده‌ی مرکزی و پردازشگر گرافیکی به‌روزرسانی شده و در پیکره‌بندی آن از نسل جدید پردازنده‌های Skylake اینتل و سری M300 پردازشگرهای AMD Radeon استفاده شده است. مدل ProBook 450 G3 – A به پردازنده‌ی مرکزی  Core i7 6500U، پردازشگر گرافیکی Radeon R7 M340  با دو گیگابایت حافظه‌ی اختصاصی، 8 گیگابایت رم و یک ترابایت حافظه‌ی داخلی مجهز است که به‌راحتی می‌تواند برنامه‌های نیمه‌حرفه‌ای و حرفه‌ای را اجرا کند. طبیعتا به دلیل نوع کاربری این محصول، نباید اجرای نرم‌افزارهای سنگین سه‌بعدی‌سازی یا تدوین فیلم را از آن توقع داشته باشید. یک باتری 4 سلولی لیتیوم یونی هم وظیفه‌ی توان‌رسانی به این دستگاه را دارد که در شرایط معمول وب‌گردی با اتصال WiFi، تا حدود 4:30 الی 5 ساعت روشن‌ماندن آن را تضمین می‌کند. درمجموع نسل جدید لپ‌تاپ‌های سری ProBook 450 G3 اچ پی با بدنه‌ی خوش‌ساخت، صفحه‌نمایش مات، پورت‌های متعدد و سخت‌افزار به‌روز، می‌توانند انتخابی مناسب برای کاربری‌های روزانه، نیمه‌حرفه‌ای و حرفه‌ای با قابلیت پاسخ‌گویی به انواع نیازهای کاربران باشند.,3.9,3.7,3.6,3.4,3.7,3.8
118698,"لپ تاپ 15 اينچي اچ پي مدل Pavilion 15-ac183nia
HP Pavilion 15-ac183nia - 15 inch Laptop",,۳.۷,0,لپ‌تاپ‌های شرکت «اچ‌پی» همواره به کیفیت و تنوع بالا معروف بوده‌اند و پاسخگوی انواع نیازها و سلیقه‌ها هستند. یکی از محصولات میان‌رده‌ی ساخت این شرکت سری 15 نام دارد که برای انجام امور عادی و نیمه‌حرفه‌ای روزمره کاملا مطلوب است. مدل «ac183nia» به پردازنده‌ی مرکزی Core i7 6500U اینتل، ۸ گیگابایت رم، یک ترابایت حافظه‌ی داخلی و پردازشگر گرافیکی AMD Radeon R5 M330 با ۲ گیگابایت حافظه‌ی اختصاصی مجهز است. با درنظرگرفتن این مشخصات فنی، طبیعتا نباید توان کاری بالایی را از این سری لپ‌تاپ‌ها انتظار داشته باشید؛ اما نرم‌افزارهای سبک را به‌راحتی اجرا کرده و برای انجام کارهای عادی روزمره مناسب هستند. صفحه‌نمایش ۱۵ اینچی این دستگاه از نوع پنل TN با روکش براق و دقت HD است که یک نمونه‌ی معمولی با کیفیت متوسط محسوب می‌شود. این صفحه‌نمایش برای کار در محیط‌های بسته مانند خانه یا محل کار مناسب است؛ اما برای فضاهای باز با تابش نور خورشید کارایی قابل‌قبولی ندارد. درگاه‌های ورودی و خروجی این سری تنوع خوبی دارد. البته نبود درگاه VGA می‌تواند یکی از کمبودهای این مدل به‌شمار رود. بدنه‌ی لپ‌تاپ‌های سری 15 تماما از پلاستیک مشکی مات ساخته شده و مقاومت خوبی در برابر فشار، خمش و پیچش دارد. در هر دو قسمت قاب پشت صفحه‌نمایش و فضای اطراف کیبورد هم بافت ریزی برای جلوگیری از به جای ماندن اثرانگشت وجود دارد. ضخامت این محصول ۲۴ میلی‌متر و وزن آن حدودا ۲ کیلو و ۲۰۰ گرم است که در بین لپ‌تاپ‌های ۱۵ اینچی میان‌رده، نمونه‌ای مناسب برای جابه‌جایی است. باتری ۴ سلولی لیتیوم-یون آن هم در شرایط وب‌گردی با اتصال Wi-Fi حدودا ۴ ساعت شارژ خواهد داشت. در مجموع اگر به دنبال خرید یک لپ‌تاپ خوش‌قیمت برای کاربری عمومی و استفاده‌ی روزمره خود هستید، اچ پی گزینه‌های متعددی برای شما دارد که سری 15 یکی از آن‌هاست.,3.9,3.7,3.6,3.1,3.6,3.5
123215,"لپ تاپ 15 اينچي لنوو مدل Ideapad 500 - C
Lenovo Ideapad 500 - C - 15 inch Laptop","2,715,000",۳.۵,0,شرکت «لنوو» در پایان سال 2015 نسل جدید لپ‌تاپ‌های مالتی‌مدیای میان‌رده IdeaPad خود را با نام «IdeaPad 500» و مجهز به پردازنده‌های سری Skylake اینتل ارائه کرد. این محصول پیش از این در نمایشگاه IFA 2015 معرفی شده بود. این لپ‌تاپ از لحاظ شکل ظاهری بسیار شبیه به مدل IdeaPad Z5170 بوده و کیفیت ساخت خوبی دارد. ضخامت 24.6 میلی‌متری و وزن 2.3 کیلوگرمی این محصول برای جابه‌جایی مناسب هستند؛ اما در کل جزو مزایای آن محسوب نمی‌شوند؛ حتی ضخامت و وزن این دستگاه هم دقیقا با مدل Z5170 برابر بوده و به نظر می‌رسد لنوو از همان الگوی ساخت موفق در این محصول جدید هم استفاده کرده است. صفحه‌نمایش IdeaPad 500 یک نمونه 15.6 اینچی با کیفیت Full HD و روکش براق است که شاید پنل TN آن را بتوان از نکات منفی‌اش دانست. تولید صدای خروجی این لپ‌تاپ هم مانند اکثر محصولات حرفه‌ای لنوو به‌عهده‌ی بلندگوهای ساخت شرکت صاحب‌نام «JBL» است که قدرت و شفافیت رضایت‌بخشی داشته و برای پخش صدا در یک اتاق متوسط کافی است. کیبورد جزیره‌ای این دستگاه، کلیدهای بزرگ با استاندارد AccuType لنوو دارد که برای تایپ‌کردن گزینه‌ی مناسبی است. تاچ‌پد هم از یک کلید بزرگ و یک پد با حساسیت زیاد تشکیل شده که حداقل برای انجام امور روزمره، کاربر را از خرید ماوس جداگانه بی‌نیاز می‌کند. پورت‌های متعددی روی لبه‌های دو طرف لپ‌تاپ تعبیه شده که برای اتصال انواع ابزارهای جانبی مناسب هستند؛ اما کاملا مثل محصولات نسل‌های قبلی بوده و در بین آن‌ها خبری از نمونه‌های جدیدتر و حرفه‌ای‌تر مانند USB type-C یا DisplayPort نیست. مهم‌ترین بخش سخت‌افزاری این لپ‌تاپ، پردازنده‌ی مرکزی بوده که لنوو از جدیدترین نسل محصولات اینتل با نام تجاری Skylake بهره برده است. پردازنده‌ی مرکزی مدلCore i7 6500U، پردازشگر گرافیکی AMD Radeon R7 M360 با 4 گیگابایت حافظه‌ی اختصاصی، 8 گیگابایت رم و 1 ترابایت حافظه‌ی داخلی از نوع HDD ازجمله قطعات سخت‌افزاری این مدل هستند. این مجموعه سخت‌افزاری برای انجام امور روزمره و اجرای برنامه‌های نیمه‌حرفه‌ای و حتی حرفه‌ای کاملا مناسب است و حتی می‌توان برای کار با نرم‌افزارهای حرفه‌ای گرافیکی، پردازشی و برنامه‌نویسی هم روی آن‌ها حساب باز کرد؛ اما برای اجرای بازی‌های روز باید به سطح تنظیمات گرافیکی متوسط بسنده کنید. باتری 4 سلولی لیتیوم‌یونی این محصول، روشن‌ماندن دستگاه در شرایط وب‌گردی با اتصالWiFi  را تا حدود 4 ساعت تضمین می‌کند. درمجموع IdeaPad 500 لنوو را می‌توان یک لپ‌تاپ مالتی‌مدیای خوش‌ساخت، با صفحه‌نمایش و صدای خوب و سخت‌افزار به‌روز دانست که برای خرید آن نیازی به پرداخت هزینه‌ی هنگفت نیست.,3.7,3.3,3.4,3.5,3.5,3.3
