positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","کارآيي و عملکرد","امکانات و قابليت‌ها","کيفيت ساخت","طراحي و ظاهر"
,,"سیار عالی.به دوستان پیشنهاد می شود یک سر و گردن از محصولات مشابه برند های دیگه بالاتره",0,1,5,5,5,5,5
