positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","کارآيي و عملکرد","کيفيت ساخت"
"قيمت مناسب",,"برای جاهایی که ساختمان بزرگ بشه بنظرم در درجه اول برد روتر مهمه که این دستگاه برد و افزایش میده
وگرنه بدرد خونه نمیخوره",0,0,5,5,5
