positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","کارآيي و عملکرد","امکانات و قابليت‌ها","کيفيت ساخت","طراحي و ظاهر"
,,"من این پکیج رو چند روز پیش خریدم واقعا کیفیتش خوبه و اگه بخواید جدا جدا بخرید باید خیلی بیشتر هزینه کنید",6,0,5,5,5,5,5
