positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","کارآيي و عملکرد","امکانات و قابليت‌ها","کيفيت ساخت","نصب و کاربري آسان"
,"به شبکه سخت وصل ميشود ، و بعضي وقتها خود به خود قطع و تا ريست نکني پاسخ نميدهد ، پشتيباني اصلا ندارد من چند دفعه تماس با شرکت گرفتم و گفتند کارشناس ما جلسه دارند .","من شش ماه پیش خریدم و اصلاراضی نیستم و خیلی بد قلق است .",0,0,0,0,1,0,1
