positivePoints,negativePoints,commentText,like,dislike,"ارزش خريد در برابر قيمت","کارآيي و عملکرد","امکانات و قابليت‌ها","کيفيت ساخت","نصب و کاربري آسان"
,,"امکاناتش خیلی خوبه ، میخرمش",2,3,5,5,5,5,5
