طراحی,طراحي,ظاهر,شکل,قیافه,زيبا,شيک,شکيل,فلزي,باریک,ظرافت,پلاستیک,محشری,طراحیش
1,1,1,0.987191617489,0.987191617489,0.987191617489,0.985423266888,0.96963429451,0.964318275452,0.876827299595,0.896818697453,0.895260870457,0.968657255173,0.879771351814
