ارزش,قیمت,پول,خرید,رنج,خرج,مقایسه,ارزه,هزینه,بخره,ارزون,گرون,گران,ارزان
1,1,1,0.978696287,0.919901013,0.905140996,0.890844226,0.869765759,0.869739532,0.868703246,0.810003519,0.787121773,0.75383395,0.748770952
