سرعت,قدرت,عملکرد,روان,روون,لگ,تاچ,پردازش,سریع,cpu,تاج,پردازشگر
1,0.887751698494,0.877176761627,0.86356729269,0.842721104622,0.826721104622,0.826009988785,0.791932344437,0.77669775486,0.76085036993,0.760022163391,0.757987737656
