باتری,باطری,مصرف,عمر,میلی,امپر,شارژدهی,ظرفیت,لیتیوم,میلی‌آمپر,آمپر
1,1,0.882771909237,0.792846918106,0.781716585159,0.769262313843,0.760409116745,0.736204564571,0.735758662224,0.734492897987,0.720737457275
