ساخت,بدنه,صفحه,نمایش,جنس,محکم,فلز,نازک,ظاهر,مقاوم,باريک,پیکسل,استحکام,مقاومت,کیفیت
1,1,1,1,0.962413012981,0.910551846027,0.901294350624,0.885129094124,0.884694874287,0.877330899239,0.870772838593,0.853863596916,0.847035288811,0.821039915085,0.803366422653
