word,support,adj support,frequency
گوشی,0.31281278983278,0.16051665932776,34065
صفحه,0.04446321821137,0.1336224700537,4842
دوربین,0.060817822018568,0.1994564396799,6623
نظر,0.067962056584542,0.1488987974598,7401
کیفیت,0.047548645993076,0.25280030899961,5178
قیمت,0.059091451712137,0.23449883449883,6435
کار,0.089716159009725,0.082292732855681,9770
باتری,0.1716159009725,0.082292732855681,10343
